order_id,customer_id,placed_at,amount_cents,currency,status
1063,1,2024-01-07 06:35:00,1846,JPY,paid
1064,13,2024-01-02 23:03:00,69540,USD,paid
1065,17,2024-06-22 03:35:00,31041,JPY,paid
1066,9,2024-02-14 18:13:00,13257,EUR,paid
1067,22,2024-02-02 14:30:00,72090,USD,paid
1068,16,2024-04-12 10:12:00,69336,USD,paid
1069,26,2024-03-25 11:21:00,6260,GBP,pending
1070,17,2024-05-31 12:57:00,76630,USD,paid
1071,27,2024-05-29 08:48:00,82134,EUR,pending
1071,27,2024-05-30 11:48:00,82043,EUR,pending
1072,15,2024-06-25 22:41:00,21382,JPY,void
1073,3,2024-03-17 14:50:00,1538,JPY,paid
1073,3,2024-03-19 10:50:00,1317,JPY,paid
1074,23,2024-03-21 14:55:00,85387,GBP,paid
1074,23,2024-03-22 00:55:00,84910,GBP,paid
1075,9,2024-04-29 11:54:00,49810,GBP,void
1076,27,2024-06-13 15:16:00,78200,EUR,settled
1077,10,2024-02-07 16:27:00,67155,JPY,settled
1078,16,2024-06-12 03:51:00,42385,JPY,paid
1079,10,2024-04-03 00:06:00,53246,JPY,paid
1079,10,2024-04-03 23:06:00,53121,JPY,paid
1080,7,2024-02-18 08:25:00,70635,JPY,settled
1081,22,2024-06-18 04:31:00,46068,USD,void
1082,24,2024-06-14 07:53:00,31926,EUR,paid
1083,22,2024-06-12 16:47:00,84352,USD,void
1084,17,2024-06-21 08:40:00,70512,USD,pending
1085,23,2024-03-25 11:05:00,76136,GBP,paid
1086,17,2024-04-30 05:41:00,80301,EUR,settled
1087,10,2024-02-21 00:16:00,8707,JPY,paid
1088,6,2024-03-10 12:55:00,22949,EUR,paid
1089,6,2024-02-23 20:10:00,1834,USD,settled
1090,16,2024-03-07 00:32:00,81687,JPY,paid
1090,16,2024-03-08 11:32:00,81472,JPY,paid
1091,19,2024-06-20 03:14:00,36876,USD,paid
1092,12,2024-05-22 21:24:00,18543,JPY,paid
1093,25,2024-01-20 06:02:00,68490,USD,void
1093,25,2024-01-20 15:02:00,68485,USD,void
1094,16,2024-03-07 21:24:00,75971,GBP,paid
1095,2,2024-01-04 20:04:00,40744,GBP,void
1096,21,2024-02-07 00:19:00,19406,GBP,pending
1097,7,2024-05-11 01:48:00,-44720,GBP,settled
1098,1,2024-04-20 13:00:00,40248,EUR,void
1099,8,2024-06-10 16:49:00,45835,JPY,paid
1100,21,2024-05-14 05:20:00,84745,USD,settled
1101,20,2024-01-30 09:05:00,6262,EUR,void
1102,24,2024-03-09 02:40:00,58881,JPY,pending
1103,24,2024-03-11 15:45:00,17414,GBP,pending
1104,26,2024-03-15 15:07:00,69820,EUR,void
1105,21,2024-04-12 17:34:00,14689,USD,paid
1106,24,2024-06-16 11:08:00,52139,USD,void
1107,10,2024-01-18 14:08:00,84649,EUR,paid
1108,25,2024-06-15 09:52:00,80436,USD,paid
1108,25,2024-06-15 15:52:00,80290,USD,paid
1109,12,2024-03-29 07:46:00,34980,USD,paid
1110,3,2024-05-04 11:55:00,22104,EUR,settled
1111,22,2024-04-09 15:20:00,49425,JPY,settled
1111,22,2024-04-10 00:20:00,49149,JPY,settled
1112,14,2024-03-01 04:49:00,18358,EUR,paid
1113,6,2024-01-14 15:05:00,89989,EUR,paid
1114,1,2024-03-25 20:59:00,88439,EUR,void
1115,8,2024-02-09 15:24:00,62889,GBP,pending
1116,2,2024-06-24 01:24:00,8785,JPY,void
1117,8,2024-06-03 17:07:00,78083,GBP,void
1118,2,2024-03-15 11:05:00,51516,GBP,paid
1119,13,2024-01-14 08:09:00,13021,GBP,pending
1120,19,2024-06-18 12:51:00,24776,GBP,paid
1121,25,2024-05-04 16:00:00,26294,USD,paid
1122,15,2024-05-19 03:49:00,48046,GBP,void
1123,11,2024-02-09 04:35:00,73296,USD,paid
1124,24,2024-06-11 07:22:00,27936,EUR,pending
1125,12,2024-02-03 09:47:00,14091,JPY,void
1126,24,2024-06-09 20:28:00,26199,GBP,settled
1127,26,2024-02-26 16:25:00,23549,GBP,paid
1128,18,2024-01-02 10:33:00,12607,EUR,paid
1129,9,2024-01-17 15:30:00,9139,JPY,pending
1130,8,2024-05-17 06:26:00,41858,GBP,paid
1131,27,2024-04-29 12:21:00,6052,GBP,settled
1131,27,2024-04-30 19:21:00,5646,GBP,settled
1132,10,2024-04-04 11:14:00,609,USD,paid
1133,15,2024-04-02 14:27:00,89224,USD,settled
1134,24,2024-01-07 04:58:00,17938,GBP,paid
1135,2,2024-05-03 15:37:00,10769,JPY,pending
1136,5,2024-02-18 16:57:00,61653,USD,paid
1137,8,2024-01-23 14:38:00,-46929,JPY,paid
1138,20,2024-01-26 08:52:00,46137,EUR,pending
1139,16,2024-03-19 21:28:00,1511,EUR,settled
1140,7,2024-06-02 13:37:00,18093,EUR,pending
1141,20,2024-04-15 19:22:00,6294,JPY,void
1142,2,2024-04-30 09:36:00,3921,JPY,settled
1143,10,2024-02-16 10:08:00,83207,JPY,void
1144,10,2024-01-24 02:19:00,58179,USD,settled
1145,26,2024-04-07 05:37:00,66398,USD,paid
1146,15,2024-01-20 13:49:00,48217,USD,paid
1147,4,2024-02-12 05:07:00,52290,EUR,pending
1148,21,2024-06-09 15:32:00,83482,GBP,pending
1149,15,2024-03-23 00:11:00,51504,USD,settled
1150,6,2024-05-08 06:10:00,42110,GBP,paid
1151,6,2024-02-03 17:11:00,82426,GBP,paid
1152,4,2024-05-16 13:40:00,28734,GBP,pending
1152,4,2024-05-17 13:40:00,28386,GBP,pending
1153,15,2024-04-29 16:45:00,28112,EUR,pending
1154,8,2024-01-12 17:49:00,41290,JPY,void
1155,13,2024-04-26 11:51:00,61306,USD,paid
1156,7,2024-04-17 23:13:00,70477,GBP,paid
1157,10,2024-01-31 13:16:00,60431,JPY,paid
1158,2,2024-02-05 14:18:00,34869,EUR,pending
1159,18,2024-02-23 21:15:00,56105,USD,pending
1160,6,2024-03-31 16:14:00,73856,JPY,settled
1161,14,2024-02-24 16:34:00,19122,GBP,paid
1161,14,2024-02-25 21:34:00,18755,GBP,paid
1162,3,2024-01-20 17:18:00,80864,GBP,paid
1162,3,2024-01-22 11:18:00,80613,GBP,paid
1163,16,2024-05-26 07:15:00,58739,USD,pending
1164,7,2024-06-24 06:44:00,-37712,GBP,paid
1165,11,2024-02-27 10:56:00,85494,GBP,pending
1166,19,2024-06-02 05:37:00,38732,JPY,void
1167,5,2024-04-11 15:56:00,80730,USD,pending
1168,23,2024-04-26 09:15:00,72332,JPY,settled
1168,23,2024-04-27 20:15:00,72183,JPY,settled
1169,24,2024-01-25 13:17:00,37833,USD,paid
1170,8,2024-01-10 20:09:00,71165,JPY,pending
1171,14,2024-06-20 14:21:00,66602,JPY,paid
1171,14,2024-06-21 21:21:00,66546,JPY,paid
1172,27,2024-06-21 16:18:00,22425,JPY,settled
1173,7,2024-05-03 08:05:00,49790,EUR,settled
1173,7,2024-05-04 23:05:00,49368,EUR,settled
1174,1,2024-04-11 10:43:00,19419,GBP,paid
1175,7,2024-02-23 19:20:00,59008,GBP,paid
1176,13,2024-04-05 03:15:00,17073,USD,paid
1177,24,2024-02-26 16:16:00,51407,EUR,paid
1177,24,2024-02-28 09:16:00,51127,EUR,paid
1178,12,2024-05-04 03:20:00,65180,JPY,paid
1179,6,2024-01-15 18:06:00,24577,USD,pending
1180,14,2024-05-30 04:09:00,69628,GBP,settled
1181,5,2024-06-19 08:45:00,35990,USD,void
1182,11,2024-04-17 01:43:00,66462,GBP,pending
1183,7,2024-06-26 02:52:00,45662,GBP,pending
1183,7,2024-06-26 12:52:00,45409,GBP,pending
1184,17,2024-06-18 22:52:00,56844,GBP,pending
