currency,day,rate_to_usd
EUR,2024-01-02,1.078952
EUR,2024-01-03,1.080367
EUR,2024-01-04,1.073056
EUR,2024-01-05,1.086102
EUR,2024-01-08,1.069405
EUR,2024-01-09,1.086188
EUR,2024-01-10,1.089439
EUR,2024-01-11,1.075734
EUR,2024-01-12,1.076209
EUR,2024-01-15,1.078423
EUR,2024-01-16,1.073714
EUR,2024-01-17,1.073531
EUR,2024-01-18,1.074125
EUR,2024-01-19,1.086264
EUR,2024-01-22,1.085735
EUR,2024-01-23,1.071317
EUR,2024-01-24,1.075669
EUR,2024-01-25,1.080194
EUR,2024-01-26,1.074913
EUR,2024-01-29,1.078488
EUR,2024-01-30,1.08513
EUR,2024-01-31,1.08014
EUR,2024-02-01,1.080151
EUR,2024-02-02,1.085929
EUR,2024-02-05,1.086707
EUR,2024-02-06,1.072775
EUR,2024-02-07,1.084018
EUR,2024-02-08,1.082408
EUR,2024-02-09,1.073304
EUR,2024-02-12,1.081685
EUR,2024-02-13,1.079168
EUR,2024-02-14,1.076425
EUR,2024-02-15,1.088878
EUR,2024-02-16,1.078639
EUR,2024-02-19,1.07176
EUR,2024-02-20,1.077073
EUR,2024-02-21,1.08594
EUR,2024-02-22,1.075194
EUR,2024-02-23,1.077311
EUR,2024-02-26,1.076263
EUR,2024-02-27,1.069546
EUR,2024-02-28,1.086199
EUR,2024-02-29,1.073812
EUR,2024-03-01,1.080637
EUR,2024-03-04,1.08662
EUR,2024-03-05,1.080799
EUR,2024-03-06,1.074373
EUR,2024-03-07,1.069751
EUR,2024-03-08,1.087528
EUR,2024-03-11,1.080443
EUR,2024-03-12,1.088651
EUR,2024-03-13,1.086836
EUR,2024-03-14,1.074373
EUR,2024-03-15,1.077732
EUR,2024-03-18,1.073239
EUR,2024-03-19,1.077937
EUR,2024-03-20,1.073596
EUR,2024-03-21,1.073736
EUR,2024-03-22,1.072786
EUR,2024-03-25,1.071954
EUR,2024-03-26,1.069232
EUR,2024-03-27,1.081102
EUR,2024-03-28,1.081868
EUR,2024-03-29,1.075183
EUR,2024-04-01,1.077311
EUR,2024-04-02,1.07447
EUR,2024-04-03,1.072721
EUR,2024-04-04,1.081825
EUR,2024-04-05,1.078207
EUR,2024-04-08,1.082581
EUR,2024-04-09,1.07892
EUR,2024-04-10,1.082009
EUR,2024-04-11,1.090022
EUR,2024-04-12,1.080756
EUR,2024-04-15,1.074438
EUR,2024-04-16,1.087657
EUR,2024-04-17,1.082117
EUR,2024-04-18,1.085724
EUR,2024-04-19,1.074071
EUR,2024-04-22,1.074902
EUR,2024-04-23,1.073131
EUR,2024-04-24,1.090271
EUR,2024-04-25,1.073682
EUR,2024-04-26,1.07365
EUR,2024-04-29,1.072505
EUR,2024-04-30,1.078942
EUR,2024-05-01,1.070755
EUR,2024-05-02,1.076954
EUR,2024-05-03,1.088964
EUR,2024-05-06,1.078974
EUR,2024-05-07,1.0769
EUR,2024-05-08,1.088564
EUR,2024-05-09,1.080475
EUR,2024-05-10,1.079838
EUR,2024-05-13,1.080821
EUR,2024-05-14,1.08432
EUR,2024-05-15,1.076285
EUR,2024-05-16,1.077527
EUR,2024-05-17,1.082257
EUR,2024-05-20,1.069405
EUR,2024-05-21,1.073866
EUR,2024-05-22,1.085108
EUR,2024-05-23,1.074913
EUR,2024-05-24,1.083974
EUR,2024-05-27,1.090422
EUR,2024-05-28,1.072462
EUR,2024-05-29,1.083564
EUR,2024-05-30,1.069956
EUR,2024-05-31,1.071349
EUR,2024-06-03,1.06947
EUR,2024-06-04,1.088608
EUR,2024-06-05,1.082711
EUR,2024-06-06,1.078142
EUR,2024-06-07,1.074708
EUR,2024-06-10,1.076566
EUR,2024-06-11,1.083553
EUR,2024-06-12,1.078499
EUR,2024-06-13,1.090141
EUR,2024-06-14,1.085864
EUR,2024-06-17,1.089396
EUR,2024-06-18,1.075313
EUR,2024-06-19,1.088986
EUR,2024-06-20,1.073693
EUR,2024-06-21,1.07959
EUR,2024-06-24,1.079255
EUR,2024-06-25,1.071425
EUR,2024-06-26,1.076814
EUR,2024-06-27,1.073585
EUR,2024-06-28,1.080767
EUR,2024-07-01,1.084493
EUR,2024-07-02,1.073444
EUR,2024-07-03,1.086329
EUR,2024-07-04,1.082084
EUR,2024-07-05,1.080691
EUR,2024-07-08,1.084298
GBP,2024-01-01,1.271359
GBP,2024-01-02,1.27442
GBP,2024-01-03,1.25876
GBP,2024-01-04,1.263586
GBP,2024-01-05,1.26238
GBP,2024-01-08,1.264056
GBP,2024-01-09,1.280198
GBP,2024-01-10,1.265415
GBP,2024-01-11,1.258583
GBP,2024-01-12,1.272858
GBP,2024-01-15,1.272184
GBP,2024-01-16,1.267257
GBP,2024-01-17,1.281951
GBP,2024-01-18,1.266673
GBP,2024-01-19,1.261008
GBP,2024-01-22,1.265314
GBP,2024-01-23,1.277887
GBP,2024-01-24,1.272527
GBP,2024-01-25,1.268159
GBP,2024-01-26,1.275207
GBP,2024-01-29,1.265872
GBP,2024-01-30,1.276795
GBP,2024-01-31,1.273035
GBP,2024-02-01,1.274801
GBP,2024-02-02,1.265161
GBP,2024-02-05,1.281938
GBP,2024-02-06,1.274013
GBP,2024-02-07,1.276312
GBP,2024-02-08,1.271461
GBP,2024-02-09,1.257681
GBP,2024-02-12,1.270165
GBP,2024-02-13,1.265199
GBP,2024-02-14,1.257516
GBP,2024-02-15,1.258367
GBP,2024-02-16,1.261809
GBP,2024-02-19,1.261097
GBP,2024-02-20,1.262634
GBP,2024-02-21,1.259662
GBP,2024-02-22,1.264526
GBP,2024-02-23,1.271956
GBP,2024-02-26,1.277303
GBP,2024-02-27,1.269492
GBP,2024-02-28,1.279627
GBP,2024-02-29,1.27508
GBP,2024-03-01,1.27555
GBP,2024-03-04,1.272438
GBP,2024-03-05,1.268692
GBP,2024-03-06,1.281036
GBP,2024-03-07,1.276845
GBP,2024-03-08,1.281798
GBP,2024-03-11,1.267993
GBP,2024-03-12,1.258468
GBP,2024-03-13,1.271003
GBP,2024-03-14,1.263129
GBP,2024-03-15,1.276795
GBP,2024-03-18,1.26967
GBP,2024-03-19,1.268857
GBP,2024-03-20,1.268959
GBP,2024-03-21,1.274267
GBP,2024-03-22,1.279944
GBP,2024-03-25,1.274648
GBP,2024-03-26,1.259281
GBP,2024-03-27,1.266355
GBP,2024-03-28,1.271638
GBP,2024-03-29,1.260526
GBP,2024-04-01,1.267333
GBP,2024-04-02,1.27936
GBP,2024-04-03,1.273556
GBP,2024-04-04,1.266088
GBP,2024-04-05,1.269695
GBP,2024-04-08,1.264107
GBP,2024-04-09,1.274242
GBP,2024-04-10,1.257884
GBP,2024-04-11,1.271245
GBP,2024-04-12,1.279576
GBP,2024-04-15,1.270851
GBP,2024-04-16,1.280973
GBP,2024-04-17,1.271372
GBP,2024-04-18,1.261529
GBP,2024-04-19,1.261974
GBP,2024-04-22,1.263498
GBP,2024-04-23,1.279436
GBP,2024-04-24,1.270521
GBP,2024-04-25,1.258202
GBP,2024-04-26,1.265415
GBP,2024-04-29,1.266647
GBP,2024-04-30,1.274001
GBP,2024-05-01,1.27668
GBP,2024-05-02,1.276756
GBP,2024-05-03,1.280185
GBP,2024-05-06,1.266787
GBP,2024-05-07,1.271194
GBP,2024-05-08,1.261516
GBP,2024-05-09,1.263129
GBP,2024-05-10,1.26492
GBP,2024-05-13,1.258341
GBP,2024-05-14,1.266114
GBP,2024-05-15,1.259269
GBP,2024-05-16,1.267651
GBP,2024-05-17,1.258227
GBP,2024-05-20,1.27108
GBP,2024-05-21,1.272819
GBP,2024-05-22,1.257783
GBP,2024-05-23,1.268997
GBP,2024-05-24,1.281227
GBP,2024-05-27,1.272921
GBP,2024-05-28,1.27033
GBP,2024-05-29,1.274521
GBP,2024-05-30,1.2581
GBP,2024-05-31,1.264742
GBP,2024-06-03,1.268946
GBP,2024-06-04,1.258087
GBP,2024-06-05,1.277468
GBP,2024-06-06,1.273747
GBP,2024-06-07,1.261478
GBP,2024-06-10,1.25918
GBP,2024-06-11,1.266584
GBP,2024-06-12,1.273454
GBP,2024-06-13,1.281265
GBP,2024-06-14,1.272781
GBP,2024-06-17,1.272362
GBP,2024-06-18,1.264387
GBP,2024-06-19,1.262494
GBP,2024-06-20,1.263663
GBP,2024-06-21,1.267257
GBP,2024-06-24,1.258773
GBP,2024-06-25,1.258849
GBP,2024-06-26,1.278103
GBP,2024-06-27,1.264476
GBP,2024-06-28,1.267778
GBP,2024-07-01,1.267346
GBP,2024-07-02,1.266025
GBP,2024-07-03,1.27061
GBP,2024-07-04,1.280732
GBP,2024-07-05,1.2589
GBP,2024-07-08,1.267333
JPY,2024-01-01,0.006655
JPY,2024-01-02,0.00666
JPY,2024-01-03,0.006739
JPY,2024-01-04,0.006687
JPY,2024-01-05,0.006663
JPY,2024-01-08,0.006648
JPY,2024-01-09,0.006678
JPY,2024-01-10,0.006636
JPY,2024-01-11,0.006642
JPY,2024-01-12,0.006716
JPY,2024-01-15,0.006695
JPY,2024-01-16,0.006707
JPY,2024-01-17,0.006745
JPY,2024-01-18,0.006666
JPY,2024-01-19,0.006666
JPY,2024-01-22,0.006639
JPY,2024-01-23,0.006655
JPY,2024-01-24,0.006743
JPY,2024-01-25,0.006762
JPY,2024-01-26,0.0067
JPY,2024-01-29,0.006696
JPY,2024-01-30,0.00674
JPY,2024-01-31,0.006663
JPY,2024-02-01,0.006656
JPY,2024-02-02,0.006641
JPY,2024-02-05,0.006643
JPY,2024-02-06,0.006682
JPY,2024-02-07,0.006636
JPY,2024-02-08,0.006719
JPY,2024-02-09,0.00672
JPY,2024-02-12,0.006718
JPY,2024-02-13,0.006697
JPY,2024-02-14,0.006722
JPY,2024-02-15,0.006686
JPY,2024-02-16,0.006672
JPY,2024-02-19,0.006637
JPY,2024-02-20,0.006653
JPY,2024-02-21,0.006742
JPY,2024-02-22,0.006733
JPY,2024-02-23,0.006765
JPY,2024-02-26,0.006645
JPY,2024-02-27,0.006677
JPY,2024-02-28,0.006662
JPY,2024-02-29,0.006644
JPY,2024-03-01,0.006668
JPY,2024-03-04,0.006749
JPY,2024-03-05,0.006684
JPY,2024-03-06,0.006722
JPY,2024-03-07,0.006767
JPY,2024-03-08,0.006658
JPY,2024-03-11,0.006637
JPY,2024-03-12,0.006644
JPY,2024-03-13,0.00666
JPY,2024-03-14,0.006678
JPY,2024-03-15,0.006634
JPY,2024-03-18,0.006721
JPY,2024-03-19,0.006678
JPY,2024-03-20,0.006763
JPY,2024-03-21,0.006682
JPY,2024-03-22,0.006747
JPY,2024-03-25,0.006667
JPY,2024-03-26,0.006732
JPY,2024-03-27,0.006765
JPY,2024-03-28,0.006682
JPY,2024-03-29,0.006739
JPY,2024-04-01,0.006764
JPY,2024-04-02,0.006745
JPY,2024-04-03,0.006634
JPY,2024-04-04,0.00676
JPY,2024-04-05,0.006646
JPY,2024-04-08,0.006742
JPY,2024-04-09,0.006665
JPY,2024-04-10,0.006755
JPY,2024-04-11,0.006734
JPY,2024-04-12,0.006748
JPY,2024-04-15,0.006649
JPY,2024-04-16,0.006715
JPY,2024-04-17,0.006761
JPY,2024-04-18,0.006761
JPY,2024-04-19,0.006688
JPY,2024-04-22,0.006694
JPY,2024-04-23,0.006725
JPY,2024-04-24,0.006743
JPY,2024-04-25,0.006665
JPY,2024-04-26,0.006723
JPY,2024-04-29,0.006654
JPY,2024-04-30,0.006686
JPY,2024-05-01,0.006639
JPY,2024-05-02,0.006653
JPY,2024-05-03,0.006754
JPY,2024-05-06,0.006638
JPY,2024-05-07,0.006644
JPY,2024-05-08,0.006719
JPY,2024-05-09,0.00665
JPY,2024-05-10,0.006759
JPY,2024-05-13,0.006733
JPY,2024-05-14,0.006679
JPY,2024-05-15,0.006751
JPY,2024-05-16,0.006643
JPY,2024-05-17,0.006693
JPY,2024-05-20,0.006657
JPY,2024-05-21,0.006647
JPY,2024-05-22,0.006758
JPY,2024-05-23,0.006676
JPY,2024-05-24,0.006659
JPY,2024-05-27,0.006728
JPY,2024-05-28,0.006714
JPY,2024-05-29,0.006762
JPY,2024-05-30,0.0067
JPY,2024-05-31,0.006642
JPY,2024-06-03,0.00668
JPY,2024-06-04,0.006662
JPY,2024-06-05,0.006709
JPY,2024-06-06,0.006654
JPY,2024-06-07,0.006709
JPY,2024-06-10,0.006698
JPY,2024-06-11,0.006754
JPY,2024-06-12,0.006745
JPY,2024-06-13,0.006746
JPY,2024-06-14,0.006696
JPY,2024-06-17,0.006654
JPY,2024-06-18,0.006699
JPY,2024-06-19,0.006708
JPY,2024-06-20,0.006676
JPY,2024-06-21,0.006635
JPY,2024-06-24,0.006635
JPY,2024-06-25,0.006671
JPY,2024-06-26,0.006736
JPY,2024-06-27,0.00668
JPY,2024-06-28,0.006715
JPY,2024-07-01,0.006717
JPY,2024-07-02,0.006661
JPY,2024-07-03,0.006765
JPY,2024-07-04,0.006733
JPY,2024-07-05,0.006656
JPY,2024-07-08,0.006742
