currency,day,rate_to_usd
USD,2024-03-16,1.00022
USD,2024-03-17,1.00856
USD,2024-03-18,1.00365
USD,2024-03-19,1.0074
USD,2024-03-20,0.99825
USD,2024-03-21,1.00556
USD,2024-03-22,1.00824
USD,2024-03-23,1.00936
USD,2024-03-24,0.99593
USD,2024-03-25,0.99309
USD,2024-03-26,0.99783
USD,2024-03-27,0.99395
USD,2024-03-28,0.9991
USD,2024-03-29,1.00177
USD,2024-03-30,0.99302
USD,2024-03-31,0.99983
USD,2024-04-01,1.00105
USD,2024-04-02,0.99286
USD,2024-04-03,1.00217
USD,2024-04-04,1.00976
USD,2024-04-05,0.99417
USD,2024-04-06,1.00307
USD,2024-04-07,0.99207
USD,2024-04-08,0.99179
USD,2024-04-09,1.00239
USD,2024-04-10,1.00392
USD,2024-04-11,1.00454
USD,2024-04-12,1.00646
USD,2024-04-13,1.00022
USD,2024-04-14,0.9986
USD,2024-04-15,1.00053
USD,2024-04-16,1.00939
USD,2024-04-17,0.99769
USD,2024-04-18,1.00379
USD,2024-04-19,0.99876
USD,2024-04-20,0.99858
USD,2024-04-21,1.00463
USD,2024-04-22,0.99119
USD,2024-04-23,0.99764
USD,2024-04-24,1.00666
USD,2024-04-25,1.0084
USD,2024-04-26,0.99722
USD,2024-04-27,0.99156
USD,2024-04-28,0.99597
USD,2024-04-29,0.99173
USD,2024-04-30,1.00827
USD,2024-05-01,1.00468
USD,2024-05-02,0.99922
USD,2024-05-03,1.00514
USD,2024-05-04,1.00381
USD,2024-05-05,1.00019
USD,2024-05-06,1.00206
USD,2024-05-07,0.99626
USD,2024-05-08,0.99245
USD,2024-05-09,0.99493
USD,2024-05-10,1.00247
USD,2024-05-11,0.99952
USD,2024-05-12,0.99778
USD,2024-05-13,1.00918
USD,2024-05-14,1.00611
USD,2024-05-15,0.99956
USD,2024-05-16,1.00196
USD,2024-05-17,0.99523
USD,2024-05-18,0.99061
USD,2024-05-19,1.00487
USD,2024-05-20,1.00488
USD,2024-05-21,0.99047
USD,2024-05-22,0.9968
USD,2024-05-23,1.00326
USD,2024-05-24,1.00476
USD,2024-05-25,1.00236
USD,2024-05-26,0.99438
USD,2024-05-27,0.99944
USD,2024-05-28,0.99189
USD,2024-05-29,0.99047
USD,2024-05-30,0.99495
USD,2024-05-31,1.00351
USD,2024-06-01,1.00118
USD,2024-06-02,1.00106
USD,2024-06-03,0.99204
USD,2024-06-04,0.99863
USD,2024-06-05,0.99575
USD,2024-06-06,1.00811
USD,2024-06-07,1.00138
USD,2024-06-08,0.99484
USD,2024-06-09,0.99272
USD,2024-06-10,1.00688
USD,2024-06-11,0.99833
USD,2024-06-12,1.00926
USD,2024-06-13,1.00424
USD,2024-06-14,0.99439
USD,2024-06-15,0.99524
USD,2024-06-16,0.99966
USD,2024-06-17,1.00225
USD,2024-06-18,1.00193
USD,2024-06-19,0.99506
USD,2024-06-20,1.00404
USD,2024-06-21,0.99923
USD,2024-06-22,0.99714
USD,2024-06-23,1.00025
USD,2024-06-24,0.99122
USD,2024-06-25,0.99528
USD,2024-06-26,1.00764
USD,2024-06-27,0.99928
USD,2024-06-28,0.99731
USD,2024-06-29,1.0073
USD,2024-06-30,1.00711
USD,2024-07-01,1.00987
USD,2024-07-02,0.99028
USD,2024-07-03,0.99206
USD,2024-07-04,0.99591
USD,2024-07-05,0.99536
USD,2024-07-06,1.00682
USD,2024-07-07,0.99319
USD,2024-07-08,0.99985
EUR,2024-01-01,1.085011
EUR,2024-01-02,1.085162
EUR,2024-01-03,1.080173
EUR,2024-01-04,1.075432
EUR,2024-01-05,1.071684
EUR,2024-01-08,1.074211
EUR,2024-01-09,1.083683
EUR,2024-01-10,1.080324
EUR,2024-01-11,1.079946
EUR,2024-01-12,1.069837
EUR,2024-01-15,1.075842
EUR,2024-01-16,1.086912
EUR,2024-01-17,1.074989
EUR,2024-01-18,1.087085
EUR,2024-01-19,1.074784
EUR,2024-01-22,1.078542
EUR,2024-01-23,1.084709
EUR,2024-01-24,1.088294
EUR,2024-01-25,1.073455
EUR,2024-01-26,1.088089
EUR,2024-01-29,1.085897
EUR,2024-01-30,1.077527
EUR,2024-01-31,1.082754
EUR,2024-02-01,1.085778
EUR,2024-02-02,1.089839
EUR,2024-02-05,1.08688
EUR,2024-02-06,1.069308
EUR,2024-02-07,1.088651
EUR,2024-02-08,1.070755
EUR,2024-02-09,1.083143
EUR,2024-02-12,1.07285
EUR,2024-02-13,1.079341
EUR,2024-02-14,1.069751
EUR,2024-02-15,1.082959
EUR,2024-02-16,1.072008
EUR,2024-02-19,1.086944
EUR,2024-02-20,1.086934
EUR,2024-02-21,1.090368
EUR,2024-02-22,1.080227
EUR,2024-02-23,1.078531
EUR,2024-02-26,1.076598
EUR,2024-02-27,1.072354
EUR,2024-02-28,1.072094
EUR,2024-02-29,1.072505
EUR,2024-03-01,1.071284
EUR,2024-03-04,1.086977
EUR,2024-03-05,1.086772
EUR,2024-03-06,1.086977
EUR,2024-03-07,1.070377
EUR,2024-03-08,1.071889
EUR,2024-03-11,1.0827
EUR,2024-03-12,1.074146
EUR,2024-03-13,1.079503
EUR,2024-03-14,1.077462
EUR,2024-03-15,1.07446
EUR,2024-03-18,1.071198
EUR,2024-03-19,1.070107
EUR,2024-03-20,1.081285
EUR,2024-03-21,1.076112
EUR,2024-03-22,1.084104
EUR,2024-03-25,1.090746
EUR,2024-03-26,1.07312
EUR,2024-03-27,1.070345
EUR,2024-03-28,1.089558
EUR,2024-03-29,1.0823
EUR,2024-04-01,1.090109
EUR,2024-04-02,1.069913
EUR,2024-04-03,1.080335
EUR,2024-04-04,1.088996
EUR,2024-04-05,1.087495
EUR,2024-04-08,1.0908
EUR,2024-04-09,1.080302
EUR,2024-04-10,1.081706
EUR,2024-04-11,1.08513
EUR,2024-04-12,1.089094
EUR,2024-04-15,1.074514
EUR,2024-04-16,1.084774
EUR,2024-04-17,1.070766
EUR,2024-04-18,1.07365
EUR,2024-04-19,1.081577
EUR,2024-04-22,1.076479
EUR,2024-04-23,1.069578
EUR,2024-04-24,1.070399
EUR,2024-04-25,1.083283
EUR,2024-04-26,1.077278
EUR,2024-04-29,1.075324
EUR,2024-04-30,1.081328
EUR,2024-05-01,1.085821
EUR,2024-05-02,1.087366
EUR,2024-05-03,1.081588
EUR,2024-05-06,1.080097
EUR,2024-05-07,1.090109
EUR,2024-05-08,1.072105
EUR,2024-05-09,1.089904
EUR,2024-05-10,1.08796
EUR,2024-05-13,1.078758
EUR,2024-05-14,1.081739
EUR,2024-05-15,1.072008
EUR,2024-05-16,1.083694
EUR,2024-05-17,1.086437
EUR,2024-05-20,1.074816
EUR,2024-05-21,1.069427
EUR,2024-05-22,1.072937
EUR,2024-05-23,1.089266
EUR,2024-05-24,1.072742
EUR,2024-05-27,1.087236
EUR,2024-05-28,1.082786
EUR,2024-05-29,1.080616
EUR,2024-05-30,1.088219
EUR,2024-05-31,1.08526
EUR,2024-06-03,1.069902
EUR,2024-06-04,1.075972
EUR,2024-06-05,1.085584
EUR,2024-06-06,1.086815
EUR,2024-06-07,1.078142
EUR,2024-06-10,1.083208
EUR,2024-06-11,1.074697
EUR,2024-06-12,1.079104
EUR,2024-06-13,1.070107
EUR,2024-06-14,1.073056
EUR,2024-06-17,1.089785
EUR,2024-06-18,1.087808
EUR,2024-06-19,1.086458
EUR,2024-06-20,1.07609
EUR,2024-06-21,1.077581
EUR,2024-06-24,1.074611
EUR,2024-06-25,1.071144
EUR,2024-06-26,1.089612
EUR,2024-06-27,1.081253
EUR,2024-06-28,1.082732
EUR,2024-07-01,1.08095
EUR,2024-07-02,1.08932
EUR,2024-07-03,1.076857
EUR,2024-07-04,1.086901
EUR,2024-07-05,1.070734
EUR,2024-07-08,1.080454
GBP,2024-01-01,1.276896
GBP,2024-01-02,1.281608
GBP,2024-01-03,1.277709
GBP,2024-01-04,1.268692
GBP,2024-01-05,1.281367
GBP,2024-01-08,1.273442
GBP,2024-01-09,1.274623
GBP,2024-01-10,1.271461
GBP,2024-01-11,1.280782
GBP,2024-01-12,1.265022
GBP,2024-01-15,1.278458
GBP,2024-01-16,1.261885
GBP,2024-01-17,1.280427
GBP,2024-01-18,1.270559
GBP,2024-01-19,1.268565
GBP,2024-01-22,1.270635
GBP,2024-01-23,1.263028
GBP,2024-01-24,1.268146
GBP,2024-01-25,1.278915
GBP,2024-01-26,1.272451
GBP,2024-01-29,1.264971
GBP,2024-01-30,1.261199
GBP,2024-01-31,1.268641
GBP,2024-02-01,1.269225
GBP,2024-02-02,1.272172
GBP,2024-02-05,1.259992
GBP,2024-02-06,1.262164
GBP,2024-02-07,1.269505
GBP,2024-02-08,1.257986
GBP,2024-02-09,1.277963
GBP,2024-02-12,1.264971
GBP,2024-02-13,1.279462
GBP,2024-02-14,1.257503
GBP,2024-02-15,1.271816
GBP,2024-02-16,1.279093
GBP,2024-02-19,1.278623
GBP,2024-02-20,1.258887
GBP,2024-02-21,1.281252
GBP,2024-02-22,1.265911
GBP,2024-02-23,1.276147
GBP,2024-02-26,1.279855
GBP,2024-02-27,1.262456
GBP,2024-02-28,1.259688
GBP,2024-02-29,1.275906
GBP,2024-03-01,1.273366
GBP,2024-03-04,1.282395
GBP,2024-03-05,1.276388
GBP,2024-03-06,1.264006
GBP,2024-03-07,1.278484
GBP,2024-03-08,1.261656
GBP,2024-03-11,1.265745
GBP,2024-03-12,1.266317
GBP,2024-03-13,1.262964
GBP,2024-03-14,1.261885
GBP,2024-03-15,1.277163
GBP,2024-03-18,1.270254
GBP,2024-03-19,1.273658
GBP,2024-03-20,1.272121
GBP,2024-03-21,1.275842
GBP,2024-03-22,1.264069
GBP,2024-03-25,1.273543
GBP,2024-03-26,1.267943
GBP,2024-03-27,1.264069
GBP,2024-03-28,1.280668
GBP,2024-03-29,1.276985
GBP,2024-04-01,1.272337
GBP,2024-04-02,1.262774
GBP,2024-04-03,1.270241
GBP,2024-04-04,1.27334
GBP,2024-04-05,1.2684
GBP,2024-04-08,1.258126
GBP,2024-04-09,1.278738
GBP,2024-04-10,1.268832
GBP,2024-04-11,1.266266
GBP,2024-04-12,1.262494
GBP,2024-04-15,1.269949
GBP,2024-04-16,1.278382
GBP,2024-04-17,1.269111
GBP,2024-04-18,1.263739
GBP,2024-04-19,1.272362
GBP,2024-04-22,1.272489
GBP,2024-04-23,1.274064
GBP,2024-04-24,1.27113
GBP,2024-04-25,1.272095
GBP,2024-04-26,1.259802
GBP,2024-04-29,1.279614
GBP,2024-04-30,1.257732
GBP,2024-05-01,1.274001
GBP,2024-05-02,1.276896
GBP,2024-05-03,1.282332
GBP,2024-05-06,1.269213
GBP,2024-05-07,1.270648
GBP,2024-05-08,1.268768
GBP,2024-05-09,1.27588
GBP,2024-05-10,1.259345
GBP,2024-05-13,1.257313
GBP,2024-05-14,1.269695
GBP,2024-05-15,1.274382
GBP,2024-05-16,1.267371
GBP,2024-05-17,1.274597
GBP,2024-05-20,1.266749
GBP,2024-05-21,1.280592
GBP,2024-05-22,1.282675
GBP,2024-05-23,1.265949
GBP,2024-05-24,1.272438
GBP,2024-05-27,1.273264
GBP,2024-05-28,1.265199
GBP,2024-05-29,1.279296
GBP,2024-05-30,1.280986
GBP,2024-05-31,1.262583
GBP,2024-06-03,1.268565
GBP,2024-06-04,1.265199
GBP,2024-06-05,1.267231
GBP,2024-06-06,1.274661
GBP,2024-06-07,1.270953
GBP,2024-06-10,1.274305
GBP,2024-06-11,1.274483
GBP,2024-06-12,1.270445
GBP,2024-06-13,1.2676
GBP,2024-06-14,1.264742
GBP,2024-06-17,1.28096
GBP,2024-06-18,1.266698
GBP,2024-06-19,1.265072
GBP,2024-06-20,1.269657
GBP,2024-06-21,1.267384
GBP,2024-06-24,1.275893
GBP,2024-06-25,1.274343
GBP,2024-06-26,1.280566
GBP,2024-06-27,1.268425
GBP,2024-06-28,1.267308
GBP,2024-07-01,1.280605
GBP,2024-07-02,1.264514
GBP,2024-07-03,1.27682
GBP,2024-07-04,1.2684
GBP,2024-07-05,1.281824
GBP,2024-07-08,1.260932
JPY,2024-01-01,0.006742
JPY,2024-01-02,0.006676
JPY,2024-01-03,0.006687
JPY,2024-01-04,0.006652
JPY,2024-01-05,0.006725
JPY,2024-01-08,0.006648
JPY,2024-01-09,0.006741
JPY,2024-01-10,0.006747
JPY,2024-01-11,0.006751
JPY,2024-01-12,0.006718
JPY,2024-01-15,0.006685
JPY,2024-01-16,0.006741
JPY,2024-01-17,0.006698
JPY,2024-01-18,0.006674
JPY,2024-01-19,0.006669
JPY,2024-01-22,0.00673
JPY,2024-01-23,0.006729
JPY,2024-01-24,0.006654
JPY,2024-01-25,0.006741
JPY,2024-01-26,0.006743
JPY,2024-01-29,0.006731
JPY,2024-01-30,0.006691
JPY,2024-01-31,0.006763
JPY,2024-02-01,0.006725
JPY,2024-02-02,0.006692
JPY,2024-02-05,0.006705
JPY,2024-02-06,0.006663
JPY,2024-02-07,0.006713
JPY,2024-02-08,0.006725
JPY,2024-02-09,0.006662
JPY,2024-02-12,0.006765
JPY,2024-02-13,0.006686
JPY,2024-02-14,0.006708
JPY,2024-02-15,0.006656
JPY,2024-02-16,0.006659
JPY,2024-02-19,0.006655
JPY,2024-02-20,0.006673
JPY,2024-02-21,0.006709
JPY,2024-02-22,0.006646
JPY,2024-02-23,0.006722
JPY,2024-02-26,0.006635
JPY,2024-02-27,0.006719
JPY,2024-02-28,0.006722
JPY,2024-02-29,0.00666
JPY,2024-03-01,0.006767
JPY,2024-03-04,0.006723
JPY,2024-03-05,0.006658
JPY,2024-03-06,0.006697
JPY,2024-03-07,0.006712
JPY,2024-03-08,0.006748
JPY,2024-03-11,0.006695
JPY,2024-03-12,0.006635
JPY,2024-03-13,0.006742
JPY,2024-03-14,0.006655
JPY,2024-03-15,0.006652
JPY,2024-03-18,0.006678
JPY,2024-03-19,0.00666
JPY,2024-03-20,0.006637
JPY,2024-03-21,0.006641
JPY,2024-03-22,0.006722
JPY,2024-03-25,0.006642
JPY,2024-03-26,0.006751
JPY,2024-03-27,0.006724
JPY,2024-03-28,0.006724
JPY,2024-03-29,0.006696
JPY,2024-04-01,0.006752
JPY,2024-04-02,0.006723
JPY,2024-04-03,0.006673
JPY,2024-04-04,0.00665
JPY,2024-04-05,0.00675
JPY,2024-04-08,0.006671
JPY,2024-04-09,0.006714
JPY,2024-04-10,0.006706
JPY,2024-04-11,0.006672
JPY,2024-04-12,0.006752
JPY,2024-04-15,0.006754
JPY,2024-04-16,0.006645
JPY,2024-04-17,0.006637
JPY,2024-04-18,0.006728
JPY,2024-04-19,0.006724
JPY,2024-04-22,0.006709
JPY,2024-04-23,0.006694
JPY,2024-04-24,0.006669
JPY,2024-04-25,0.00676
JPY,2024-04-26,0.006753
JPY,2024-04-29,0.006752
JPY,2024-04-30,0.006737
JPY,2024-05-01,0.006665
JPY,2024-05-02,0.006667
JPY,2024-05-03,0.006763
JPY,2024-05-06,0.006735
JPY,2024-05-07,0.00665
JPY,2024-05-08,0.006739
JPY,2024-05-09,0.006743
JPY,2024-05-10,0.006671
JPY,2024-05-13,0.0067
JPY,2024-05-14,0.006762
JPY,2024-05-15,0.006706
JPY,2024-05-16,0.006641
JPY,2024-05-17,0.006657
JPY,2024-05-20,0.006684
JPY,2024-05-21,0.006696
JPY,2024-05-22,0.00667
JPY,2024-05-23,0.006741
JPY,2024-05-24,0.006658
JPY,2024-05-27,0.00667
JPY,2024-05-28,0.006677
JPY,2024-05-29,0.006653
JPY,2024-05-30,0.006655
JPY,2024-05-31,0.006694
JPY,2024-06-03,0.006641
JPY,2024-06-04,0.00671
JPY,2024-06-05,0.006703
JPY,2024-06-06,0.006728
JPY,2024-06-07,0.006761
JPY,2024-06-10,0.006681
JPY,2024-06-11,0.006669
JPY,2024-06-12,0.006752
JPY,2024-06-13,0.006679
JPY,2024-06-14,0.006718
JPY,2024-06-17,0.006639
JPY,2024-06-18,0.006727
JPY,2024-06-19,0.006673
JPY,2024-06-20,0.00673
JPY,2024-06-21,0.00673
JPY,2024-06-24,0.006746
JPY,2024-06-25,0.006662
JPY,2024-06-26,0.006658
JPY,2024-06-27,0.006664
JPY,2024-06-28,0.006742
JPY,2024-07-01,0.006674
JPY,2024-07-02,0.006701
JPY,2024-07-03,0.006695
JPY,2024-07-04,0.006676
JPY,2024-07-05,0.006635
JPY,2024-07-08,0.006705
