order_id,customer_id,placed_at,amount_cents,currency,status
1068,9,2024-02-26 17:39:00,5108,JPY,pending
1069,10,2024-01-27 11:46:00,-73528,USD,settled
1070,2,2024-06-19 12:01:00,78747,JPY,paid
1071,1,2024-03-21 21:55:00,30999,USD,paid
1072,1,2024-04-04 17:09:00,2382,JPY,settled
1073,22,2024-05-02 08:08:00,61002,GBP,void
1074,2,2024-01-06 12:51:00,55238,JPY,settled
1075,10,2024-01-21 10:50:00,17765,USD,pending
1076,10,2024-03-11 01:55:00,23440,JPY,pending
1077,25,2024-03-13 21:43:00,82212,JPY,pending
1078,5,2024-06-08 12:46:00,65912,EUR,paid
1079,7,2024-05-10 22:36:00,17299,EUR,pending
1080,15,2024-06-08 11:53:00,22392,EUR,settled
1081,17,2024-04-22 00:07:00,23713,JPY,paid
1082,7,2024-04-14 01:34:00,59855,GBP,pending
1083,15,2024-01-25 20:50:00,-57688,JPY,pending
1084,3,2024-05-20 21:47:00,23011,JPY,void
1084,3,2024-05-21 12:47:00,22887,JPY,void
1085,18,2024-04-07 22:17:00,68729,JPY,paid
1086,5,2024-06-18 10:47:00,27182,GBP,pending
1087,24,2024-02-22 10:06:00,3386,JPY,paid
1088,20,2024-03-20 18:46:00,47812,JPY,settled
1089,10,2024-01-18 08:12:00,54326,USD,paid
1090,7,2024-01-08 16:22:00,66172,JPY,settled
1091,10,2024-03-01 12:20:00,79988,GBP,paid
1091,10,2024-03-02 22:20:00,79810,GBP,paid
1092,24,2024-04-01 10:16:00,73478,JPY,settled
1093,16,2024-05-31 13:40:00,49987,GBP,paid
1094,16,2024-05-22 07:30:00,67145,EUR,paid
1095,14,2024-06-03 03:55:00,22724,JPY,paid
1096,17,2024-03-08 00:24:00,22529,USD,paid
1097,6,2024-03-31 01:41:00,38778,GBP,paid
1098,20,2024-04-12 16:40:00,14670,GBP,paid
1099,16,2024-03-22 14:00:00,69054,JPY,settled
1100,8,2024-04-12 15:21:00,26599,USD,paid
1101,2,2024-01-03 13:56:00,41081,USD,paid
1102,15,2024-02-05 02:05:00,30297,USD,paid
1103,14,2024-03-26 01:00:00,36447,EUR,pending
1104,7,2024-01-27 02:49:00,55624,USD,settled
1105,16,2024-03-02 13:32:00,54965,GBP,paid
1106,14,2024-02-22 21:14:00,19757,GBP,paid
1107,23,2024-03-15 06:12:00,24406,JPY,paid
1108,17,2024-03-24 16:27:00,40382,EUR,pending
1109,1,2024-03-07 17:46:00,87754,EUR,pending
1110,4,2024-03-03 00:25:00,63077,JPY,void
1111,19,2024-03-18 15:59:00,84117,EUR,settled
1112,19,2024-06-22 15:48:00,75487,GBP,void
1113,9,2024-01-27 17:11:00,18956,GBP,void
1114,19,2024-04-30 19:47:00,72449,JPY,paid
1115,15,2024-03-21 20:07:00,42008,GBP,paid
1116,19,2024-02-15 12:41:00,-23792,USD,pending
1117,19,2024-04-11 21:54:00,18993,JPY,paid
1118,16,2024-03-04 11:14:00,41796,USD,paid
1119,12,2024-05-30 02:29:00,58216,GBP,paid
1120,10,2024-04-26 02:53:00,23605,JPY,paid
1120,10,2024-04-27 21:53:00,23204,JPY,paid
1121,2,2024-03-02 11:38:00,84082,USD,paid
1122,19,2024-01-16 20:49:00,53891,JPY,paid
1123,22,2024-02-28 01:35:00,88439,JPY,pending
1124,3,2024-01-30 01:37:00,25336,GBP,pending
1125,22,2024-02-13 06:16:00,71352,USD,void
1126,3,2024-06-04 10:12:00,26206,JPY,void
1127,12,2024-03-28 23:46:00,27310,JPY,settled
1128,14,2024-02-21 17:13:00,-39455,EUR,pending
1129,23,2024-02-06 08:26:00,-68099,EUR,paid
1130,4,2024-06-23 10:25:00,29438,GBP,settled
1131,4,2024-03-25 15:45:00,34396,GBP,settled
1132,5,2024-03-23 04:01:00,75927,JPY,settled
1132,5,2024-03-23 12:01:00,75584,JPY,settled
1133,21,2024-01-11 13:30:00,44753,USD,paid
1134,8,2024-02-03 21:14:00,49301,EUR,void
1135,21,2024-05-10 21:12:00,65833,JPY,settled
1136,24,2024-04-14 21:33:00,7124,GBP,settled
1137,8,2024-04-23 14:18:00,8492,GBP,void
1138,9,2024-02-28 18:00:00,81856,USD,settled
1139,21,2024-06-12 13:16:00,56245,JPY,paid
1140,2,2024-04-04 11:38:00,56377,GBP,settled
1141,12,2024-03-22 20:15:00,80525,EUR,paid
1142,11,2024-02-11 08:21:00,30032,GBP,void
1143,1,2024-05-26 21:12:00,68419,GBP,settled
1144,21,2024-05-13 21:07:00,2594,EUR,settled
1145,2,2024-04-15 03:17:00,31408,GBP,paid
1146,19,2024-04-18 09:45:00,70531,USD,void
1147,10,2024-01-31 06:47:00,39004,USD,settled
1148,16,2024-01-06 07:49:00,87045,JPY,paid
1149,7,2024-02-20 10:40:00,872,EUR,paid
1150,23,2024-05-14 12:00:00,76580,GBP,settled
1151,4,2024-03-04 09:46:00,39677,USD,void
1152,14,2024-04-17 05:10:00,35191,EUR,pending
1153,7,2024-05-28 13:50:00,13421,GBP,settled
1154,8,2024-01-21 09:06:00,8543,GBP,paid
1155,10,2024-02-29 10:10:00,35640,EUR,paid
1156,6,2024-05-02 15:05:00,29199,USD,paid
1157,10,2024-04-21 08:40:00,6922,JPY,paid
1158,22,2024-01-15 19:30:00,47417,GBP,paid
1159,19,2024-02-10 04:41:00,40237,GBP,paid
1160,11,2024-02-15 10:27:00,25489,EUR,paid
1161,9,2024-03-27 16:30:00,42507,USD,settled
1162,6,2024-03-08 06:55:00,56367,USD,settled
1163,16,2024-04-09 04:19:00,31719,JPY,settled
1164,5,2024-02-19 14:21:00,14777,GBP,settled
1165,13,2024-05-09 03:11:00,2513,EUR,paid
1166,19,2024-05-16 03:55:00,1405,EUR,paid
1167,21,2024-01-19 21:47:00,74961,GBP,void
1168,15,2024-01-08 15:01:00,78365,JPY,pending
1169,11,2024-06-28 10:43:00,-65386,JPY,void
1169,11,2024-06-30 10:43:00,50,JPY,void
1170,13,2024-05-17 06:59:00,6078,JPY,paid
1171,14,2024-04-11 00:08:00,2522,JPY,void
1172,12,2024-04-10 03:36:00,61732,GBP,settled
