order_id,customer_id,placed_at,amount_cents,currency,status
1055,10,2024-05-24 23:05:00,56784,GBP,paid
1056,5,2024-02-20 03:01:00,10242,EUR,settled
1057,20,2024-02-04 08:07:00,18421,USD,settled
1058,11,2024-05-25 10:14:00,81700,JPY,void
1059,17,2024-03-21 12:39:00,75382,GBP,paid
1060,9,2024-06-01 13:45:00,23867,JPY,paid
1061,2,2024-05-12 16:22:00,19791,GBP,pending
1062,7,2024-04-21 05:10:00,79331,JPY,paid
1063,19,2024-05-17 21:46:00,6159,JPY,void
1064,17,2024-02-01 19:53:00,56444,EUR,paid
1065,8,2024-01-24 19:53:00,87512,USD,pending
1066,16,2024-04-05 16:11:00,64246,EUR,paid
1067,28,2024-03-19 10:50:00,48210,JPY,settled
1068,7,2024-06-05 18:56:00,14923,USD,settled
1068,7,2024-06-07 13:56:00,14457,USD,settled
1069,7,2024-06-14 23:02:00,90004,EUR,void
1070,27,2024-01-04 00:31:00,50772,EUR,void
1070,27,2024-01-05 01:31:00,50650,EUR,void
1071,2,2024-04-23 01:46:00,87305,USD,paid
1071,2,2024-04-24 02:46:00,87301,USD,paid
1072,15,2024-02-19 03:13:00,-40737,EUR,settled
1072,15,2024-02-21 03:13:00,50,EUR,settled
1073,25,2024-02-20 20:15:00,35860,GBP,void
1074,26,2024-05-26 09:51:00,37394,EUR,paid
1074,26,2024-05-27 21:51:00,37193,EUR,paid
1075,5,2024-04-20 16:33:00,84506,USD,paid
1076,20,2024-01-22 19:41:00,79647,JPY,settled
1076,20,2024-01-24 01:41:00,79563,JPY,settled
1077,19,2024-06-23 12:06:00,51381,USD,settled
1078,11,2024-05-05 10:10:00,73674,EUR,pending
1079,1,2024-05-29 19:38:00,33126,GBP,paid
1080,22,2024-04-23 08:20:00,85591,GBP,paid
1080,22,2024-04-24 00:20:00,85262,GBP,paid
1081,9,2024-01-08 09:16:00,-57417,USD,paid
1082,19,2024-01-31 10:45:00,88521,GBP,settled
1083,3,2024-03-07 22:39:00,36207,GBP,pending
1084,18,2024-06-20 01:02:00,32400,JPY,settled
1085,23,2024-01-03 17:56:00,49927,GBP,settled
1086,6,2024-01-11 04:29:00,25396,GBP,pending
1087,22,2024-01-12 07:25:00,42541,GBP,paid
1088,1,2024-01-31 08:44:00,53014,EUR,paid
1089,21,2024-01-16 19:23:00,60638,GBP,pending
1090,30,2024-03-28 16:12:00,68239,EUR,paid
1091,18,2024-02-20 09:31:00,79089,USD,settled
1091,18,2024-02-21 05:31:00,78741,USD,settled
1092,24,2024-02-23 03:51:00,83849,JPY,pending
1093,26,2024-03-17 14:20:00,82277,GBP,paid
1094,15,2024-04-11 03:49:00,13023,GBP,settled
1095,10,2024-04-19 21:18:00,22172,GBP,void
1096,6,2024-05-26 17:31:00,48519,GBP,paid
1097,4,2024-04-19 07:05:00,83671,USD,settled
1098,7,2024-04-08 14:45:00,26078,JPY,pending
1099,29,2024-04-21 22:59:00,89745,JPY,pending
1100,18,2024-04-06 06:50:00,62823,JPY,paid
1101,27,2024-03-18 16:04:00,4204,EUR,settled
1102,23,2024-02-02 12:45:00,1442,EUR,settled
1103,27,2024-04-26 20:53:00,7362,JPY,pending
1104,12,2024-05-07 07:08:00,32662,GBP,void
1105,30,2024-02-08 02:40:00,86423,JPY,paid
1106,18,2024-04-01 11:43:00,3976,JPY,paid
1107,21,2024-06-20 17:26:00,3852,JPY,paid
1108,17,2024-05-21 14:50:00,70985,USD,settled
1109,2,2024-04-26 07:49:00,59369,EUR,settled
1110,25,2024-02-10 04:36:00,60480,JPY,paid
1111,4,2024-03-22 07:49:00,83193,EUR,paid
1112,3,2024-02-22 07:32:00,48148,GBP,settled
1113,27,2024-02-15 12:53:00,55500,EUR,settled
1114,27,2024-02-09 18:04:00,20088,JPY,pending
1114,27,2024-02-09 20:04:00,19997,JPY,pending
1115,20,2024-05-28 09:35:00,80210,EUR,settled
1116,26,2024-06-02 15:55:00,75009,EUR,pending
1116,26,2024-06-02 23:55:00,74517,EUR,pending
1117,16,2024-03-14 07:48:00,21454,USD,pending
1118,25,2024-01-25 13:56:00,44040,JPY,void
1119,25,2024-05-07 07:11:00,32456,EUR,void
1120,8,2024-03-18 08:13:00,3484,USD,void
1121,15,2024-03-07 11:40:00,67012,USD,pending
1122,9,2024-06-08 02:59:00,38694,JPY,void
1123,20,2024-06-22 15:51:00,74341,USD,pending
1124,7,2024-03-26 19:12:00,45325,JPY,void
1125,19,2024-04-08 11:11:00,35955,USD,paid
1126,14,2024-01-07 19:41:00,31452,EUR,paid
1127,12,2024-03-03 11:08:00,44610,JPY,void
1128,30,2024-01-29 17:44:00,72320,EUR,pending
1129,30,2024-03-07 17:17:00,20088,USD,paid
1130,23,2024-04-19 04:53:00,65273,GBP,settled
1131,17,2024-03-21 13:46:00,80072,JPY,void
1132,27,2024-06-28 00:17:00,85830,USD,paid
1133,28,2024-03-02 02:36:00,65202,USD,paid
1134,3,2024-04-30 23:50:00,36944,EUR,pending
1135,29,2024-04-06 00:04:00,65718,JPY,settled
1136,5,2024-05-19 05:09:00,12750,USD,settled
1137,6,2024-06-09 20:04:00,45052,JPY,paid
1138,4,2024-01-19 02:11:00,86235,JPY,pending
1139,4,2024-03-25 14:02:00,53773,GBP,settled
1140,20,2024-04-06 20:56:00,35467,JPY,settled
1141,29,2024-06-14 22:39:00,40800,JPY,settled
1142,14,2024-01-09 21:33:00,22252,GBP,paid
1143,20,2024-01-31 10:13:00,24016,GBP,paid
1144,14,2024-05-26 14:22:00,18108,USD,paid
1145,13,2024-04-02 14:46:00,23801,EUR,pending
1146,20,2024-05-25 19:01:00,43010,JPY,paid
