currency,day,rate_to_usd
EUR,2024-04-17,1.073563
EUR,2024-04-18,1.081037
EUR,2024-04-19,1.086415
EUR,2024-04-22,1.080421
EUR,2024-04-23,1.090033
EUR,2024-04-24,1.078553
EUR,2024-04-25,1.075194
EUR,2024-04-26,1.084838
EUR,2024-04-29,1.084806
EUR,2024-04-30,1.076188
EUR,2024-05-01,1.081598
EUR,2024-05-02,1.08851
EUR,2024-05-03,1.088316
EUR,2024-05-06,1.078294
EUR,2024-05-07,1.073293
EUR,2024-05-08,1.086696
EUR,2024-05-09,1.083132
EUR,2024-05-10,1.085573
EUR,2024-05-13,1.070248
EUR,2024-05-14,1.09026
EUR,2024-05-15,1.085854
EUR,2024-05-16,1.079816
EUR,2024-05-17,1.078834
EUR,2024-05-20,1.086167
EUR,2024-05-21,1.073876
EUR,2024-05-22,1.077192
EUR,2024-05-23,1.084471
EUR,2024-05-24,1.076771
EUR,2024-05-27,1.081102
EUR,2024-05-28,1.081933
EUR,2024-05-29,1.085378
EUR,2024-05-30,1.075496
EUR,2024-05-31,1.073563
EUR,2024-06-03,1.088683
EUR,2024-06-04,1.072483
EUR,2024-06-05,1.088219
EUR,2024-06-06,1.074589
EUR,2024-06-07,1.070086
EUR,2024-06-10,1.089148
EUR,2024-06-11,1.080184
EUR,2024-06-12,1.07636
EUR,2024-06-13,1.082624
EUR,2024-06-14,1.087279
EUR,2024-06-17,1.076371
EUR,2024-06-18,1.082009
EUR,2024-06-19,1.089947
EUR,2024-06-20,1.07419
EUR,2024-06-21,1.083748
EUR,2024-06-24,1.074557
EUR,2024-06-25,1.083553
EUR,2024-06-26,1.082646
EUR,2024-06-27,1.085389
EUR,2024-06-28,1.074676
EUR,2024-07-01,1.073812
EUR,2024-07-02,1.084741
EUR,2024-07-03,1.088921
EUR,2024-07-04,1.075842
EUR,2024-07-05,1.077224
EUR,2024-07-08,1.075583
GBP,2024-01-01,1.276782
GBP,2024-01-02,1.275499
GBP,2024-01-03,1.261339
GBP,2024-01-04,1.270191
GBP,2024-01-05,1.261212
GBP,2024-01-08,1.258621
GBP,2024-01-09,1.264234
GBP,2024-01-10,1.26586
GBP,2024-01-11,1.264552
GBP,2024-01-12,1.26478
GBP,2024-01-15,1.27983
GBP,2024-01-16,1.268349
GBP,2024-01-17,1.270241
GBP,2024-01-18,1.258481
GBP,2024-01-19,1.267549
GBP,2024-01-22,1.259624
GBP,2024-01-23,1.269187
GBP,2024-01-24,1.282344
GBP,2024-01-25,1.266126
GBP,2024-01-26,1.260043
GBP,2024-01-29,1.263701
GBP,2024-01-30,1.265822
GBP,2024-01-31,1.271384
GBP,2024-02-01,1.263142
GBP,2024-02-02,1.271397
GBP,2024-02-05,1.279131
GBP,2024-02-06,1.267485
GBP,2024-02-07,1.267803
GBP,2024-02-08,1.277391
GBP,2024-02-09,1.264069
GBP,2024-02-12,1.259992
GBP,2024-02-13,1.261821
GBP,2024-02-14,1.28237
GBP,2024-02-15,1.271308
GBP,2024-02-16,1.269441
GBP,2024-02-19,1.261046
GBP,2024-02-20,1.263117
GBP,2024-02-21,1.26906
GBP,2024-02-22,1.27113
GBP,2024-02-23,1.281113
GBP,2024-02-26,1.279868
GBP,2024-02-27,1.263434
GBP,2024-02-28,1.277696
GBP,2024-02-29,1.27936
GBP,2024-03-01,1.26304
GBP,2024-03-04,1.281316
GBP,2024-03-05,1.282179
GBP,2024-03-06,1.265415
GBP,2024-03-07,1.277099
GBP,2024-03-08,1.26398
GBP,2024-03-11,1.270064
GBP,2024-03-12,1.268908
GBP,2024-03-13,1.262101
GBP,2024-03-14,1.280909
GBP,2024-03-15,1.277125
GBP,2024-03-18,1.278674
GBP,2024-03-19,1.273467
GBP,2024-03-20,1.264526
GBP,2024-03-21,1.281252
GBP,2024-03-22,1.260958
GBP,2024-03-25,1.270368
GBP,2024-03-26,1.277595
GBP,2024-03-27,1.280427
GBP,2024-03-28,1.277163
GBP,2024-03-29,1.269479
GBP,2024-04-01,1.279284
GBP,2024-04-02,1.262901
GBP,2024-04-03,1.281608
GBP,2024-04-04,1.275016
GBP,2024-04-05,1.269251
GBP,2024-04-08,1.259561
GBP,2024-04-09,1.27729
GBP,2024-04-10,1.265479
GBP,2024-04-11,1.258113
GBP,2024-04-12,1.271207
GBP,2024-04-15,1.276934
GBP,2024-04-16,1.261085
GBP,2024-04-17,1.260488
GBP,2024-04-18,1.264755
GBP,2024-04-19,1.270711
GBP,2024-04-22,1.27
GBP,2024-04-23,1.281671
GBP,2024-04-24,1.261237
GBP,2024-04-25,1.277226
GBP,2024-04-26,1.264476
GBP,2024-04-29,1.27809
GBP,2024-04-30,1.266889
GBP,2024-05-01,1.282548
GBP,2024-05-02,1.268031
GBP,2024-05-03,1.279258
GBP,2024-05-06,1.27395
GBP,2024-05-07,1.265555
GBP,2024-05-08,1.260589
GBP,2024-05-09,1.263282
GBP,2024-05-10,1.282586
GBP,2024-05-13,1.260005
GBP,2024-05-14,1.278763
GBP,2024-05-15,1.265872
GBP,2024-05-16,1.267346
GBP,2024-05-17,1.258392
GBP,2024-05-20,1.278319
GBP,2024-05-21,1.268743
GBP,2024-05-22,1.258151
GBP,2024-05-23,1.270241
GBP,2024-05-24,1.27823
GBP,2024-05-27,1.264628
GBP,2024-05-28,1.258887
GBP,2024-05-29,1.273797
GBP,2024-05-30,1.260107
GBP,2024-05-31,1.270635
GBP,2024-06-03,1.281151
GBP,2024-06-04,1.266863
GBP,2024-06-05,1.263612
GBP,2024-06-06,1.281328
GBP,2024-06-07,1.279081
GBP,2024-06-10,1.269213
GBP,2024-06-11,1.260564
GBP,2024-06-12,1.278217
GBP,2024-06-13,1.259662
GBP,2024-06-14,1.266558
GBP,2024-06-17,1.279842
GBP,2024-06-18,1.25904
GBP,2024-06-19,1.280706
GBP,2024-06-20,1.261046
GBP,2024-06-21,1.279144
GBP,2024-06-24,1.258113
GBP,2024-06-25,1.271841
GBP,2024-06-26,1.260297
GBP,2024-06-27,1.265568
GBP,2024-06-28,1.262317
GBP,2024-07-01,1.263625
GBP,2024-07-02,1.265187
GBP,2024-07-03,1.282624
GBP,2024-07-04,1.260424
GBP,2024-07-05,1.280389
GBP,2024-07-08,1.276655
JPY,2024-01-01,0.006704
JPY,2024-01-02,0.006765
JPY,2024-01-03,0.006658
JPY,2024-01-04,0.006749
JPY,2024-01-05,0.006693
JPY,2024-01-08,0.006738
JPY,2024-01-09,0.006755
JPY,2024-01-10,0.006745
JPY,2024-01-11,0.006642
JPY,2024-01-12,0.006698
JPY,2024-01-15,0.006696
JPY,2024-01-16,0.006676
JPY,2024-01-17,0.006749
JPY,2024-01-18,0.006693
JPY,2024-01-19,0.006698
JPY,2024-01-22,0.006743
JPY,2024-01-23,0.006652
JPY,2024-01-24,0.006714
JPY,2024-01-25,0.006762
JPY,2024-01-26,0.006689
JPY,2024-01-29,0.006748
JPY,2024-01-30,0.006762
JPY,2024-01-31,0.006765
JPY,2024-02-01,0.006714
JPY,2024-02-02,0.006639
JPY,2024-02-05,0.006655
JPY,2024-02-06,0.006663
JPY,2024-02-07,0.006667
JPY,2024-02-08,0.006641
JPY,2024-02-09,0.006759
JPY,2024-02-12,0.00675
JPY,2024-02-13,0.006688
JPY,2024-02-14,0.006728
JPY,2024-02-15,0.006728
JPY,2024-02-16,0.006685
JPY,2024-02-19,0.006673
JPY,2024-02-20,0.006741
JPY,2024-02-21,0.006674
JPY,2024-02-22,0.0067
JPY,2024-02-23,0.006648
JPY,2024-02-26,0.006722
JPY,2024-02-27,0.006756
JPY,2024-02-28,0.006679
JPY,2024-02-29,0.006723
JPY,2024-03-01,0.006706
JPY,2024-03-04,0.006754
JPY,2024-03-05,0.006666
JPY,2024-03-06,0.00666
JPY,2024-03-07,0.006635
JPY,2024-03-08,0.006738
JPY,2024-03-11,0.006634
JPY,2024-03-12,0.006665
JPY,2024-03-13,0.006641
JPY,2024-03-14,0.006761
JPY,2024-03-15,0.006703
JPY,2024-03-18,0.006696
JPY,2024-03-19,0.006648
JPY,2024-03-20,0.006762
JPY,2024-03-21,0.006669
JPY,2024-03-22,0.006737
JPY,2024-03-25,0.006747
JPY,2024-03-26,0.006694
JPY,2024-03-27,0.006633
JPY,2024-03-28,0.006696
JPY,2024-03-29,0.006728
JPY,2024-04-01,0.00673
JPY,2024-04-02,0.006636
JPY,2024-04-03,0.006683
JPY,2024-04-04,0.006755
JPY,2024-04-05,0.006757
JPY,2024-04-08,0.006697
JPY,2024-04-09,0.006711
JPY,2024-04-10,0.006655
JPY,2024-04-11,0.006663
JPY,2024-04-12,0.006644
JPY,2024-04-15,0.006728
JPY,2024-04-16,0.00667
JPY,2024-04-17,0.00664
JPY,2024-04-18,0.006684
JPY,2024-04-19,0.006704
JPY,2024-04-22,0.00669
JPY,2024-04-23,0.006745
JPY,2024-04-24,0.006722
JPY,2024-04-25,0.006712
JPY,2024-04-26,0.006643
JPY,2024-04-29,0.006747
JPY,2024-04-30,0.006655
JPY,2024-05-01,0.006719
JPY,2024-05-02,0.006737
JPY,2024-05-03,0.006741
JPY,2024-05-06,0.006719
JPY,2024-05-07,0.006756
JPY,2024-05-08,0.006637
JPY,2024-05-09,0.00666
JPY,2024-05-10,0.00669
JPY,2024-05-13,0.006707
JPY,2024-05-14,0.006715
JPY,2024-05-15,0.006674
JPY,2024-05-16,0.006716
JPY,2024-05-17,0.006722
JPY,2024-05-20,0.006688
JPY,2024-05-21,0.006682
JPY,2024-05-22,0.006729
JPY,2024-05-23,0.006656
JPY,2024-05-24,0.006671
JPY,2024-05-27,0.00671
JPY,2024-05-28,0.006709
JPY,2024-05-29,0.006671
JPY,2024-05-30,0.006741
JPY,2024-05-31,0.006758
JPY,2024-06-03,0.006717
JPY,2024-06-04,0.006676
JPY,2024-06-05,0.006656
JPY,2024-06-06,0.006739
JPY,2024-06-07,0.006744
JPY,2024-06-10,0.006745
JPY,2024-06-11,0.006656
JPY,2024-06-12,0.00668
JPY,2024-06-13,0.00665
JPY,2024-06-14,0.006688
JPY,2024-06-17,0.00664
JPY,2024-06-18,0.006684
JPY,2024-06-19,0.006766
JPY,2024-06-20,0.006666
JPY,2024-06-21,0.00675
JPY,2024-06-24,0.006688
JPY,2024-06-25,0.00665
JPY,2024-06-26,0.006679
JPY,2024-06-27,0.00669
JPY,2024-06-28,0.00665
JPY,2024-07-01,0.006679
JPY,2024-07-02,0.006758
JPY,2024-07-03,0.006753
JPY,2024-07-04,0.006642
JPY,2024-07-05,0.006737
JPY,2024-07-08,0.006721
