currency,day,rate_to_usd
EUR,2024-06-20,1.079341
EUR,2024-06-21,1.080713
EUR,2024-06-24,1.08972
EUR,2024-06-25,1.08851
EUR,2024-06-26,1.079536
EUR,2024-06-27,1.0696
EUR,2024-06-28,1.083791
EUR,2024-07-01,1.085087
EUR,2024-07-02,1.076544
EUR,2024-07-03,1.085886
EUR,2024-07-04,1.087798
EUR,2024-07-05,1.081739
EUR,2024-07-08,1.083748
GBP,2024-01-01,1.261326
GBP,2024-01-02,1.272083
GBP,2024-01-03,1.274382
GBP,2024-01-04,1.263104
GBP,2024-01-05,1.276629
GBP,2024-01-08,1.276045
GBP,2024-01-09,1.272692
GBP,2024-01-10,1.282205
GBP,2024-01-11,1.274712
GBP,2024-01-12,1.266253
GBP,2024-01-15,1.264387
GBP,2024-01-16,1.275067
GBP,2024-01-17,1.269708
GBP,2024-01-18,1.271499
GBP,2024-01-19,1.282052
GBP,2024-01-22,1.279068
GBP,2024-01-23,1.281214
GBP,2024-01-24,1.275474
GBP,2024-01-25,1.265288
GBP,2024-01-26,1.272819
GBP,2024-01-29,1.268578
GBP,2024-01-30,1.280465
GBP,2024-01-31,1.25965
GBP,2024-02-01,1.27108
GBP,2024-02-02,1.274826
GBP,2024-02-05,1.2803
GBP,2024-02-06,1.273594
GBP,2024-02-07,1.26219
GBP,2024-02-08,1.260919
GBP,2024-02-09,1.272743
GBP,2024-02-12,1.275232
GBP,2024-02-13,1.27795
GBP,2024-02-14,1.26859
GBP,2024-02-15,1.258468
GBP,2024-02-16,1.274686
GBP,2024-02-19,1.265898
GBP,2024-02-20,1.257973
GBP,2024-02-21,1.262659
GBP,2024-02-22,1.268336
GBP,2024-02-23,1.27983
GBP,2024-02-26,1.269492
GBP,2024-02-27,1.257567
GBP,2024-02-28,1.277137
GBP,2024-02-29,1.260132
GBP,2024-03-01,1.274191
GBP,2024-03-04,1.280808
GBP,2024-03-05,1.27541
GBP,2024-03-06,1.272261
GBP,2024-03-07,1.261974
GBP,2024-03-08,1.270762
GBP,2024-03-11,1.280363
GBP,2024-03-12,1.262786
GBP,2024-03-13,1.280363
GBP,2024-03-14,1.27776
GBP,2024-03-15,1.264844
GBP,2024-03-18,1.260183
GBP,2024-03-19,1.272413
GBP,2024-03-20,1.261161
GBP,2024-03-21,1.26873
GBP,2024-03-22,1.263675
GBP,2024-03-25,1.278966
GBP,2024-03-26,1.265199
GBP,2024-03-27,1.281443
GBP,2024-03-28,1.27193
GBP,2024-03-29,1.269746
GBP,2024-04-01,1.260437
GBP,2024-04-02,1.264869
GBP,2024-04-03,1.269086
GBP,2024-04-04,1.281189
GBP,2024-04-05,1.279931
GBP,2024-04-08,1.271168
GBP,2024-04-09,1.277188
GBP,2024-04-10,1.277176
GBP,2024-04-11,1.278712
GBP,2024-04-12,1.273645
GBP,2024-04-15,1.273239
GBP,2024-04-16,1.277696
GBP,2024-04-17,1.275512
GBP,2024-04-18,1.277925
GBP,2024-04-19,1.261364
GBP,2024-04-22,1.274001
GBP,2024-04-23,1.260589
GBP,2024-04-24,1.282459
GBP,2024-04-25,1.263002
GBP,2024-04-26,1.27494
GBP,2024-04-29,1.281367
GBP,2024-04-30,1.264818
GBP,2024-05-01,1.258773
GBP,2024-05-02,1.264768
GBP,2024-05-03,1.278801
GBP,2024-05-06,1.264869
GBP,2024-05-07,1.268222
GBP,2024-05-08,1.275461
GBP,2024-05-09,1.281621
GBP,2024-05-10,1.279779
GBP,2024-05-13,1.263701
GBP,2024-05-14,1.279512
GBP,2024-05-15,1.279716
GBP,2024-05-16,1.279195
GBP,2024-05-17,1.266965
GBP,2024-05-20,1.282192
GBP,2024-05-21,1.26064
GBP,2024-05-22,1.268552
GBP,2024-05-23,1.273543
GBP,2024-05-24,1.264323
GBP,2024-05-27,1.265784
GBP,2024-05-28,1.275753
GBP,2024-05-29,1.280617
GBP,2024-05-30,1.281201
GBP,2024-05-31,1.270749
GBP,2024-06-03,1.2787
GBP,2024-06-04,1.259713
GBP,2024-06-05,1.264945
GBP,2024-06-06,1.257935
GBP,2024-06-07,1.260945
GBP,2024-06-10,1.265225
GBP,2024-06-11,1.276756
GBP,2024-06-12,1.276591
GBP,2024-06-13,1.266647
GBP,2024-06-14,1.274178
GBP,2024-06-17,1.266431
GBP,2024-06-18,1.282052
GBP,2024-06-19,1.281582
GBP,2024-06-20,1.271905
GBP,2024-06-21,1.262304
GBP,2024-06-24,1.274318
GBP,2024-06-25,1.269403
GBP,2024-06-26,1.269568
GBP,2024-06-27,1.278509
GBP,2024-06-28,1.272845
GBP,2024-07-01,1.273531
GBP,2024-07-02,1.265923
GBP,2024-07-03,1.261986
GBP,2024-07-04,1.275321
GBP,2024-07-05,1.268019
GBP,2024-07-08,1.268006
JPY,2024-01-01,0.006692
JPY,2024-01-02,0.006752
JPY,2024-01-03,0.006664
JPY,2024-01-04,0.006704
JPY,2024-01-05,0.006758
JPY,2024-01-08,0.006684
JPY,2024-01-09,0.006646
JPY,2024-01-10,0.006682
JPY,2024-01-11,0.006754
JPY,2024-01-12,0.006752
JPY,2024-01-15,0.006662
JPY,2024-01-16,0.006746
JPY,2024-01-17,0.006663
JPY,2024-01-18,0.006742
JPY,2024-01-19,0.006697
JPY,2024-01-22,0.006652
JPY,2024-01-23,0.006683
JPY,2024-01-24,0.00673
JPY,2024-01-25,0.006698
JPY,2024-01-26,0.006694
JPY,2024-01-29,0.006759
JPY,2024-01-30,0.006746
JPY,2024-01-31,0.00675
JPY,2024-02-01,0.006633
JPY,2024-02-02,0.006667
JPY,2024-02-05,0.006716
JPY,2024-02-06,0.006667
JPY,2024-02-07,0.006683
JPY,2024-02-08,0.006723
JPY,2024-02-09,0.006672
JPY,2024-02-12,0.006692
JPY,2024-02-13,0.006717
JPY,2024-02-14,0.006748
JPY,2024-02-15,0.00669
JPY,2024-02-16,0.006712
JPY,2024-02-19,0.006659
JPY,2024-02-20,0.006663
JPY,2024-02-21,0.006645
JPY,2024-02-22,0.006678
JPY,2024-02-23,0.00665
JPY,2024-02-26,0.006687
JPY,2024-02-27,0.006695
JPY,2024-02-28,0.006682
JPY,2024-02-29,0.006715
JPY,2024-03-01,0.006709
JPY,2024-03-04,0.006694
JPY,2024-03-05,0.006751
JPY,2024-03-06,0.006702
JPY,2024-03-07,0.006753
JPY,2024-03-08,0.006753
JPY,2024-03-11,0.006702
JPY,2024-03-12,0.006679
JPY,2024-03-13,0.006702
JPY,2024-03-14,0.006692
JPY,2024-03-15,0.00669
JPY,2024-03-18,0.006731
JPY,2024-03-19,0.006692
JPY,2024-03-20,0.006647
JPY,2024-03-21,0.006753
JPY,2024-03-22,0.006634
JPY,2024-03-25,0.006722
JPY,2024-03-26,0.006764
JPY,2024-03-27,0.006683
JPY,2024-03-28,0.006761
JPY,2024-03-29,0.006658
JPY,2024-04-01,0.006655
JPY,2024-04-02,0.006753
JPY,2024-04-03,0.006699
JPY,2024-04-04,0.006709
JPY,2024-04-05,0.006675
JPY,2024-04-08,0.006677
JPY,2024-04-09,0.006655
JPY,2024-04-10,0.006643
JPY,2024-04-11,0.006722
JPY,2024-04-12,0.006646
JPY,2024-04-15,0.006732
JPY,2024-04-16,0.006696
JPY,2024-04-17,0.006729
JPY,2024-04-18,0.006659
JPY,2024-04-19,0.006712
JPY,2024-04-22,0.006642
JPY,2024-04-23,0.006643
JPY,2024-04-24,0.00672
JPY,2024-04-25,0.006671
JPY,2024-04-26,0.006737
JPY,2024-04-29,0.006652
JPY,2024-04-30,0.006663
JPY,2024-05-01,0.006679
JPY,2024-05-02,0.006694
JPY,2024-05-03,0.006734
JPY,2024-05-06,0.006701
JPY,2024-05-07,0.006706
JPY,2024-05-08,0.006698
JPY,2024-05-09,0.006738
JPY,2024-05-10,0.006692
JPY,2024-05-13,0.006764
JPY,2024-05-14,0.006658
JPY,2024-05-15,0.006724
JPY,2024-05-16,0.006703
JPY,2024-05-17,0.006725
JPY,2024-05-20,0.006709
JPY,2024-05-21,0.006652
JPY,2024-05-22,0.006741
JPY,2024-05-23,0.006642
JPY,2024-05-24,0.006726
JPY,2024-05-27,0.00673
JPY,2024-05-28,0.006704
JPY,2024-05-29,0.00674
JPY,2024-05-30,0.006681
JPY,2024-05-31,0.006698
JPY,2024-06-03,0.006756
JPY,2024-06-04,0.00673
JPY,2024-06-05,0.006707
JPY,2024-06-06,0.006646
JPY,2024-06-07,0.00668
JPY,2024-06-10,0.006669
JPY,2024-06-11,0.006721
JPY,2024-06-12,0.006728
JPY,2024-06-13,0.006738
JPY,2024-06-14,0.00669
JPY,2024-06-17,0.006746
JPY,2024-06-18,0.006677
JPY,2024-06-19,0.0067
JPY,2024-06-20,0.006758
JPY,2024-06-21,0.006697
JPY,2024-06-24,0.006721
JPY,2024-06-25,0.006694
JPY,2024-06-26,0.006663
JPY,2024-06-27,0.006691
JPY,2024-06-28,0.006712
JPY,2024-07-01,0.006704
JPY,2024-07-02,0.006697
JPY,2024-07-03,0.006652
JPY,2024-07-04,0.006718
JPY,2024-07-05,0.006672
JPY,2024-07-08,0.00666
