currency,day,rate_to_usd
USD,2024-05-02,0.99295
USD,2024-05-03,0.99858
USD,2024-05-04,1.00173
USD,2024-05-05,0.99574
USD,2024-05-06,0.99616
USD,2024-05-07,0.99525
USD,2024-05-08,0.99561
USD,2024-05-09,0.99061
USD,2024-05-10,0.99895
USD,2024-05-11,1.00724
USD,2024-05-12,1.00547
USD,2024-05-13,1.00048
USD,2024-05-14,0.99688
USD,2024-05-15,1.00252
USD,2024-05-16,0.99311
USD,2024-05-17,0.9926
USD,2024-05-18,1.00079
USD,2024-05-19,0.99563
USD,2024-05-20,0.99393
USD,2024-05-21,0.9943
USD,2024-05-22,1.00079
USD,2024-05-23,0.99463
USD,2024-05-24,0.99668
USD,2024-05-25,0.99079
USD,2024-05-26,1.00176
USD,2024-05-27,1.00794
USD,2024-05-28,1.003
USD,2024-05-29,1.00779
USD,2024-05-30,0.99908
USD,2024-05-31,0.99768
USD,2024-06-01,0.99816
USD,2024-06-02,1.00766
USD,2024-06-03,0.99225
USD,2024-06-04,0.99513
USD,2024-06-05,0.99738
USD,2024-06-06,1.00337
USD,2024-06-07,1.00424
USD,2024-06-08,1.00681
USD,2024-06-09,0.99255
USD,2024-06-10,0.9944
USD,2024-06-11,0.99966
USD,2024-06-12,1.00677
USD,2024-06-13,0.9903
USD,2024-06-14,1.00462
USD,2024-06-15,0.99319
USD,2024-06-16,0.99026
USD,2024-06-17,1.00844
USD,2024-06-18,0.99168
USD,2024-06-19,0.99687
USD,2024-06-20,0.9973
USD,2024-06-21,0.99075
USD,2024-06-22,1.00138
USD,2024-06-23,0.99981
USD,2024-06-24,0.99405
USD,2024-06-25,1.00931
USD,2024-06-26,0.99669
USD,2024-06-27,0.99076
USD,2024-06-28,0.99942
USD,2024-06-29,1.00729
USD,2024-06-30,0.99036
USD,2024-07-01,0.99573
USD,2024-07-02,1.00675
USD,2024-07-03,1.0011
USD,2024-07-04,0.99294
USD,2024-07-05,0.99859
USD,2024-07-06,0.99615
USD,2024-07-07,0.99806
USD,2024-07-08,0.99474
EUR,2024-01-01,1.089806
EUR,2024-01-02,1.076188
EUR,2024-01-03,1.090433
EUR,2024-01-04,1.08999
EUR,2024-01-05,1.089353
EUR,2024-01-08,1.089266
EUR,2024-01-09,1.086167
EUR,2024-01-10,1.079341
EUR,2024-01-11,1.083434
EUR,2024-01-12,1.089504
EUR,2024-01-15,1.088024
EUR,2024-01-16,1.090476
EUR,2024-01-17,1.082614
EUR,2024-01-18,1.08662
EUR,2024-01-19,1.089029
EUR,2024-01-22,1.084946
EUR,2024-01-23,1.072645
EUR,2024-01-24,1.078024
EUR,2024-01-25,1.085292
EUR,2024-01-26,1.082009
EUR,2024-01-29,1.079147
EUR,2024-01-30,1.079039
EUR,2024-01-31,1.069286
EUR,2024-02-01,1.074157
EUR,2024-02-02,1.075615
EUR,2024-02-05,1.072699
EUR,2024-02-06,1.082041
EUR,2024-02-07,1.080356
EUR,2024-02-08,1.090292
EUR,2024-02-09,1.070334
EUR,2024-02-12,1.069448
EUR,2024-02-13,1.07014
EUR,2024-02-14,1.074654
EUR,2024-02-15,1.070334
EUR,2024-02-16,1.086448
EUR,2024-02-19,1.082387
EUR,2024-02-20,1.075756
EUR,2024-02-21,1.085638
EUR,2024-02-22,1.085227
EUR,2024-02-23,1.086199
EUR,2024-02-26,1.070518
EUR,2024-02-27,1.085033
EUR,2024-02-28,1.073596
EUR,2024-02-29,1.079158
EUR,2024-03-01,1.084784
EUR,2024-03-04,1.082452
EUR,2024-03-05,1.07622
EUR,2024-03-06,1.071004
EUR,2024-03-07,1.069524
EUR,2024-03-08,1.073239
EUR,2024-03-11,1.089504
EUR,2024-03-12,1.088143
EUR,2024-03-13,1.085292
EUR,2024-03-14,1.083154
EUR,2024-03-15,1.074222
EUR,2024-03-18,1.075021
EUR,2024-03-19,1.073693
EUR,2024-03-20,1.088327
EUR,2024-03-21,1.078499
EUR,2024-03-22,1.08122
EUR,2024-03-25,1.083974
EUR,2024-03-26,1.072634
EUR,2024-03-27,1.082398
EUR,2024-03-28,1.088219
EUR,2024-03-29,1.082722
EUR,2024-04-01,1.075648
EUR,2024-04-02,1.085357
EUR,2024-04-03,1.088791
EUR,2024-04-04,1.088532
EUR,2024-04-05,1.081598
EUR,2024-04-08,1.070572
EUR,2024-04-09,1.086826
EUR,2024-04-10,1.080486
EUR,2024-04-11,1.080108
EUR,2024-04-12,1.073866
EUR,2024-04-15,1.078326
EUR,2024-04-16,1.072235
EUR,2024-04-17,1.082808
EUR,2024-04-18,1.075075
EUR,2024-04-19,1.086178
EUR,2024-04-22,1.069718
EUR,2024-04-23,1.085011
EUR,2024-04-24,1.084903
EUR,2024-04-25,1.083089
EUR,2024-04-26,1.072062
EUR,2024-04-29,1.084698
EUR,2024-04-30,1.07217
EUR,2024-05-01,1.087052
EUR,2024-05-02,1.071403
EUR,2024-05-03,1.084817
EUR,2024-05-06,1.076587
EUR,2024-05-07,1.083953
EUR,2024-05-08,1.090778
EUR,2024-05-09,1.084644
EUR,2024-05-10,1.077818
EUR,2024-05-13,1.081112
EUR,2024-05-14,1.081091
EUR,2024-05-15,1.080702
EUR,2024-05-16,1.084158
EUR,2024-05-17,1.072948
EUR,2024-05-20,1.082149
EUR,2024-05-21,1.086772
EUR,2024-05-22,1.071403
EUR,2024-05-23,1.072019
EUR,2024-05-24,1.06934
EUR,2024-05-27,1.085206
EUR,2024-05-28,1.079406
EUR,2024-05-29,1.072278
EUR,2024-05-30,1.076414
EUR,2024-05-31,1.082549
EUR,2024-06-03,1.090033
EUR,2024-06-04,1.085227
EUR,2024-06-05,1.074762
EUR,2024-06-06,1.075216
EUR,2024-06-07,1.085908
EUR,2024-06-10,1.074935
EUR,2024-06-11,1.073401
EUR,2024-06-12,1.080313
EUR,2024-06-13,1.081642
EUR,2024-06-14,1.088208
EUR,2024-06-17,1.079806
EUR,2024-06-18,1.085108
EUR,2024-06-19,1.082268
EUR,2024-06-20,1.081415
EUR,2024-06-21,1.076004
EUR,2024-06-24,1.079201
EUR,2024-06-25,1.069416
EUR,2024-06-26,1.078315
EUR,2024-06-27,1.0773
EUR,2024-06-28,1.085346
EUR,2024-07-01,1.07946
EUR,2024-07-02,1.088435
EUR,2024-07-03,1.076576
EUR,2024-07-04,1.082635
EUR,2024-07-05,1.074794
EUR,2024-07-08,1.071608
GBP,2024-01-01,1.26238
GBP,2024-01-02,1.272134
GBP,2024-01-03,1.280503
GBP,2024-01-04,1.267498
GBP,2024-01-05,1.259472
GBP,2024-01-08,1.26746
GBP,2024-01-09,1.267358
GBP,2024-01-10,1.274597
GBP,2024-01-11,1.281049
GBP,2024-01-12,1.273937
GBP,2024-01-15,1.277049
GBP,2024-01-16,1.274407
GBP,2024-01-17,1.270064
GBP,2024-01-18,1.279538
GBP,2024-01-19,1.273188
GBP,2024-01-22,1.271575
GBP,2024-01-23,1.282357
GBP,2024-01-24,1.259116
GBP,2024-01-25,1.275359
GBP,2024-01-26,1.25824
GBP,2024-01-29,1.281163
GBP,2024-01-30,1.281798
GBP,2024-01-31,1.265949
GBP,2024-02-01,1.265695
GBP,2024-02-02,1.27955
GBP,2024-02-05,1.263625
GBP,2024-02-06,1.270965
GBP,2024-02-07,1.281735
GBP,2024-02-08,1.258164
GBP,2024-02-09,1.276604
GBP,2024-02-12,1.280185
GBP,2024-02-13,1.27875
GBP,2024-02-14,1.272642
GBP,2024-02-15,1.265606
GBP,2024-02-16,1.264133
GBP,2024-02-19,1.25777
GBP,2024-02-20,1.27715
GBP,2024-02-21,1.27762
GBP,2024-02-22,1.281379
GBP,2024-02-23,1.267181
GBP,2024-02-26,1.2581
GBP,2024-02-27,1.279639
GBP,2024-02-28,1.264234
GBP,2024-02-29,1.262647
GBP,2024-03-01,1.281913
GBP,2024-03-04,1.279728
GBP,2024-03-05,1.266749
GBP,2024-03-06,1.277429
GBP,2024-03-07,1.272172
GBP,2024-03-08,1.276629
GBP,2024-03-11,1.262202
GBP,2024-03-12,1.260653
GBP,2024-03-13,1.259014
GBP,2024-03-14,1.27903
GBP,2024-03-15,1.274153
GBP,2024-03-18,1.275486
GBP,2024-03-19,1.262863
GBP,2024-03-20,1.273607
GBP,2024-03-21,1.282497
GBP,2024-03-22,1.259053
GBP,2024-03-25,1.265098
GBP,2024-03-26,1.264107
GBP,2024-03-27,1.279131
GBP,2024-03-28,1.278496
GBP,2024-03-29,1.279398
GBP,2024-04-01,1.257973
GBP,2024-04-02,1.274686
GBP,2024-04-03,1.257491
GBP,2024-04-04,1.257846
GBP,2024-04-05,1.279487
GBP,2024-04-08,1.25965
GBP,2024-04-09,1.279322
GBP,2024-04-10,1.267041
GBP,2024-04-11,1.268285
GBP,2024-04-12,1.258951
GBP,2024-04-15,1.267904
GBP,2024-04-16,1.268324
GBP,2024-04-17,1.276071
GBP,2024-04-18,1.268451
GBP,2024-04-19,1.273924
GBP,2024-04-22,1.276236
GBP,2024-04-23,1.279868
GBP,2024-04-24,1.272134
GBP,2024-04-25,1.275956
GBP,2024-04-26,1.262901
GBP,2024-04-29,1.279436
GBP,2024-04-30,1.268438
GBP,2024-05-01,1.269429
GBP,2024-05-02,1.279004
GBP,2024-05-03,1.27061
GBP,2024-05-06,1.264945
GBP,2024-05-07,1.268616
GBP,2024-05-08,1.269174
GBP,2024-05-09,1.269479
GBP,2024-05-10,1.273124
GBP,2024-05-13,1.282268
GBP,2024-05-14,1.280427
GBP,2024-05-15,1.263066
GBP,2024-05-16,1.276579
GBP,2024-05-17,1.270737
GBP,2024-05-20,1.261542
GBP,2024-05-21,1.274712
GBP,2024-05-22,1.261237
GBP,2024-05-23,1.261897
GBP,2024-05-24,1.272184
GBP,2024-05-27,1.280478
GBP,2024-05-28,1.266228
GBP,2024-05-29,1.279411
GBP,2024-05-30,1.272045
GBP,2024-05-31,1.281875
GBP,2024-06-03,1.274343
GBP,2024-06-04,1.259332
GBP,2024-06-05,1.270787
GBP,2024-06-06,1.265745
GBP,2024-06-07,1.262405
GBP,2024-06-10,1.277899
GBP,2024-06-11,1.281621
GBP,2024-06-12,1.273315
GBP,2024-06-13,1.268806
GBP,2024-06-14,1.280681
GBP,2024-06-17,1.280516
GBP,2024-06-18,1.276541
GBP,2024-06-19,1.272985
GBP,2024-06-20,1.267752
GBP,2024-06-21,1.278382
GBP,2024-06-24,1.270889
GBP,2024-06-25,1.273467
GBP,2024-06-26,1.262964
GBP,2024-06-27,1.269136
GBP,2024-06-28,1.281659
GBP,2024-07-01,1.267625
GBP,2024-07-02,1.267536
GBP,2024-07-03,1.27522
GBP,2024-07-04,1.274775
GBP,2024-07-05,1.282002
GBP,2024-07-08,1.279322
JPY,2024-01-01,0.006728
JPY,2024-01-02,0.006751
JPY,2024-01-03,0.006708
JPY,2024-01-04,0.006711
JPY,2024-01-05,0.006636
JPY,2024-01-08,0.006664
JPY,2024-01-09,0.00676
JPY,2024-01-10,0.006708
JPY,2024-01-11,0.006671
JPY,2024-01-12,0.006745
JPY,2024-01-15,0.006686
JPY,2024-01-16,0.006763
JPY,2024-01-17,0.006763
JPY,2024-01-18,0.006731
JPY,2024-01-19,0.006699
JPY,2024-01-22,0.006679
JPY,2024-01-23,0.006658
JPY,2024-01-24,0.006679
JPY,2024-01-25,0.006701
JPY,2024-01-26,0.00673
JPY,2024-01-29,0.006758
JPY,2024-01-30,0.006707
JPY,2024-01-31,0.006766
JPY,2024-02-01,0.006751
JPY,2024-02-02,0.006724
JPY,2024-02-05,0.00667
JPY,2024-02-06,0.00665
JPY,2024-02-07,0.006669
JPY,2024-02-08,0.006731
JPY,2024-02-09,0.006703
JPY,2024-02-12,0.00665
JPY,2024-02-13,0.006685
JPY,2024-02-14,0.006741
JPY,2024-02-15,0.00668
JPY,2024-02-16,0.006746
JPY,2024-02-19,0.006748
JPY,2024-02-20,0.00672
JPY,2024-02-21,0.006651
JPY,2024-02-22,0.006746
JPY,2024-02-23,0.006736
JPY,2024-02-26,0.006696
JPY,2024-02-27,0.006675
JPY,2024-02-28,0.00676
JPY,2024-02-29,0.006687
JPY,2024-03-01,0.006767
JPY,2024-03-04,0.00671
JPY,2024-03-05,0.006712
JPY,2024-03-06,0.006713
JPY,2024-03-07,0.006743
JPY,2024-03-08,0.006709
JPY,2024-03-11,0.006682
JPY,2024-03-12,0.00671
JPY,2024-03-13,0.006643
JPY,2024-03-14,0.006637
JPY,2024-03-15,0.00672
JPY,2024-03-18,0.006699
JPY,2024-03-19,0.006657
JPY,2024-03-20,0.006706
JPY,2024-03-21,0.006729
JPY,2024-03-22,0.006691
JPY,2024-03-25,0.006684
JPY,2024-03-26,0.006757
JPY,2024-03-27,0.006697
JPY,2024-03-28,0.006717
JPY,2024-03-29,0.006649
JPY,2024-04-01,0.006681
JPY,2024-04-02,0.006699
JPY,2024-04-03,0.006658
JPY,2024-04-04,0.006755
JPY,2024-04-05,0.006673
JPY,2024-04-08,0.00674
JPY,2024-04-09,0.006689
JPY,2024-04-10,0.006657
JPY,2024-04-11,0.006757
JPY,2024-04-12,0.006668
JPY,2024-04-15,0.006728
JPY,2024-04-16,0.006707
JPY,2024-04-17,0.006673
JPY,2024-04-18,0.006688
JPY,2024-04-19,0.00665
JPY,2024-04-22,0.006707
JPY,2024-04-23,0.006648
JPY,2024-04-24,0.006729
JPY,2024-04-25,0.006681
JPY,2024-04-26,0.00667
JPY,2024-04-29,0.006738
JPY,2024-04-30,0.006693
JPY,2024-05-01,0.006682
JPY,2024-05-02,0.006719
JPY,2024-05-03,0.006709
JPY,2024-05-06,0.00667
JPY,2024-05-07,0.006726
JPY,2024-05-08,0.006683
JPY,2024-05-09,0.006749
JPY,2024-05-10,0.006742
JPY,2024-05-13,0.006732
JPY,2024-05-14,0.006748
JPY,2024-05-15,0.006723
JPY,2024-05-16,0.006721
JPY,2024-05-17,0.006659
JPY,2024-05-20,0.006752
JPY,2024-05-21,0.006752
JPY,2024-05-22,0.006696
JPY,2024-05-23,0.006691
JPY,2024-05-24,0.006712
JPY,2024-05-27,0.006723
JPY,2024-05-28,0.006656
JPY,2024-05-29,0.006741
JPY,2024-05-30,0.006708
JPY,2024-05-31,0.006721
JPY,2024-06-03,0.006637
JPY,2024-06-04,0.006763
JPY,2024-06-05,0.006667
JPY,2024-06-06,0.006645
JPY,2024-06-07,0.0067
JPY,2024-06-10,0.006697
JPY,2024-06-11,0.006734
JPY,2024-06-12,0.006644
JPY,2024-06-13,0.006746
JPY,2024-06-14,0.006751
JPY,2024-06-17,0.006754
JPY,2024-06-18,0.006641
JPY,2024-06-19,0.006701
JPY,2024-06-20,0.006639
JPY,2024-06-21,0.006685
JPY,2024-06-24,0.006746
JPY,2024-06-25,0.00669
JPY,2024-06-26,0.006646
JPY,2024-06-27,0.006655
JPY,2024-06-28,0.006722
JPY,2024-07-01,0.006766
JPY,2024-07-02,0.006713
JPY,2024-07-03,0.006687
JPY,2024-07-04,0.006653
JPY,2024-07-05,0.006692
JPY,2024-07-08,0.00666
