order_id,customer_id,placed_at,amount_cents,currency,status
1080,22,2024-02-07 15:05:00,83698,EUR,paid
1080,22,2024-02-08 22:05:00,83389,EUR,paid
1081,12,2024-06-05 04:14:00,56129,GBP,paid
1082,10,2024-05-16 10:47:00,71956,EUR,paid
1083,8,2024-05-29 09:56:00,9395,GBP,paid
1084,14,2024-06-07 19:01:00,72583,GBP,paid
1085,11,2024-02-19 08:36:00,69977,JPY,paid
1086,20,2024-06-04 01:29:00,21884,GBP,paid
1087,4,2024-02-03 19:34:00,48985,GBP,pending
1088,1,2024-05-07 02:05:00,24473,USD,settled
1089,2,2024-04-11 04:58:00,18004,JPY,paid
1090,9,2024-03-08 14:57:00,85884,EUR,settled
1091,6,2024-01-05 04:49:00,85443,EUR,pending
1092,7,2024-01-12 07:37:00,26179,JPY,void
1093,19,2024-02-03 23:29:00,67022,USD,paid
1094,9,2024-02-07 02:57:00,16694,USD,paid
1095,13,2024-05-29 07:56:00,19383,GBP,settled
1096,11,2024-04-19 23:39:00,20291,GBP,void
1097,8,2024-02-20 03:53:00,55161,EUR,paid
1098,9,2024-06-01 19:42:00,65533,USD,paid
1099,22,2024-04-09 09:08:00,54012,GBP,pending
1100,10,2024-02-19 11:46:00,75229,USD,pending
1101,8,2024-05-29 17:24:00,83007,USD,pending
1102,2,2024-04-30 17:14:00,51684,JPY,paid
1103,17,2024-01-29 06:22:00,75075,USD,settled
1104,15,2024-02-21 04:06:00,6840,USD,pending
1105,18,2024-05-01 23:07:00,68792,USD,void
1106,7,2024-04-06 15:04:00,78631,USD,paid
1107,10,2024-05-09 01:08:00,64733,USD,paid
1108,11,2024-05-15 13:25:00,77200,EUR,void
1108,11,2024-05-16 09:25:00,76971,EUR,void
1109,18,2024-01-05 07:57:00,36088,USD,void
1110,20,2024-02-23 00:43:00,16504,USD,paid
1111,2,2024-03-17 02:54:00,29580,GBP,settled
1112,21,2024-01-09 21:06:00,33271,GBP,paid
1113,10,2024-02-17 21:28:00,38887,EUR,paid
1114,13,2024-06-09 00:14:00,14882,EUR,pending
1115,14,2024-04-04 21:53:00,63016,GBP,paid
1116,5,2024-03-13 03:07:00,59881,JPY,void
1117,19,2024-04-15 06:05:00,30364,USD,pending
1118,18,2024-06-19 08:07:00,57475,GBP,void
1119,10,2024-02-01 05:46:00,47913,USD,paid
1120,12,2024-06-16 01:13:00,44067,GBP,void
1121,5,2024-02-14 20:43:00,25984,EUR,settled
1122,19,2024-02-23 22:42:00,21883,JPY,void
1123,11,2024-03-23 19:25:00,76377,USD,settled
1124,9,2024-06-16 10:03:00,58369,USD,void
1125,10,2024-02-11 07:12:00,67538,GBP,pending
1126,21,2024-04-14 02:42:00,44776,USD,void
1127,1,2024-06-19 10:36:00,9845,GBP,void
1128,12,2024-01-12 10:35:00,40557,USD,void
1129,7,2024-06-25 07:57:00,24367,EUR,pending
1130,18,2024-01-22 13:47:00,68392,USD,void
1131,8,2024-01-02 16:34:00,73455,GBP,paid
1132,14,2024-05-01 06:15:00,42455,JPY,void
1133,18,2024-05-15 08:15:00,36670,EUR,paid
1133,18,2024-05-16 12:15:00,36313,EUR,paid
1134,19,2024-02-07 08:32:00,29852,USD,paid
1135,13,2024-03-07 21:55:00,65044,JPY,settled
1135,13,2024-03-08 13:55:00,64949,JPY,settled
1136,13,2024-01-14 00:43:00,34592,USD,void
1137,22,2024-04-15 15:01:00,52790,USD,pending
1138,23,2024-04-18 15:00:00,843,EUR,paid
1138,23,2024-04-19 02:00:00,835,EUR,paid
1139,1,2024-01-19 22:20:00,49061,EUR,settled
1140,6,2024-04-09 07:41:00,51176,USD,settled
1141,13,2024-02-07 10:24:00,15022,GBP,settled
1142,18,2024-03-20 02:07:00,4014,GBP,paid
1143,16,2024-05-15 19:39:00,59035,USD,paid
1144,6,2024-06-17 03:29:00,65912,EUR,paid
1145,19,2024-01-16 12:09:00,4437,JPY,void
1146,19,2024-03-28 08:21:00,49686,USD,paid
1147,5,2024-02-11 02:41:00,50373,USD,settled
1148,20,2024-04-02 01:50:00,80446,JPY,paid
1149,22,2024-04-11 22:48:00,15148,EUR,pending
1150,17,2024-05-13 12:42:00,88534,GBP,paid
1150,17,2024-05-14 00:42:00,88470,GBP,paid
1151,16,2024-04-13 03:07:00,72517,EUR,paid
1152,5,2024-06-07 07:11:00,56011,GBP,void
1153,7,2024-03-08 09:46:00,18688,USD,paid
1154,20,2024-02-08 03:59:00,68558,GBP,paid
1155,15,2024-03-26 12:51:00,65900,GBP,paid
1156,12,2024-04-18 08:33:00,70646,EUR,paid
1157,22,2024-04-08 11:53:00,45232,USD,paid
1157,22,2024-04-09 20:53:00,44932,USD,paid
1158,8,2024-02-02 20:38:00,17606,USD,pending
1158,8,2024-02-04 03:38:00,17603,USD,pending
1159,19,2024-05-13 22:09:00,22188,EUR,paid
1160,2,2024-05-19 03:18:00,79128,JPY,pending
1161,19,2024-02-22 09:37:00,12944,EUR,paid
1162,5,2024-05-29 00:56:00,24635,USD,void
1163,8,2024-02-22 09:30:00,4789,JPY,paid
1164,12,2024-05-06 04:09:00,53332,GBP,paid
1165,3,2024-02-24 01:53:00,24958,JPY,void
1166,16,2024-01-29 06:29:00,75795,USD,paid
1167,5,2024-02-13 01:45:00,39054,USD,paid
1168,9,2024-01-24 01:11:00,77206,JPY,paid
1169,7,2024-01-04 18:05:00,40289,GBP,paid
1170,18,2024-04-28 03:59:00,73774,GBP,paid
1171,4,2024-01-05 02:26:00,671,EUR,paid
1172,18,2024-06-16 03:53:00,56741,JPY,paid
1172,18,2024-06-17 21:53:00,56613,JPY,paid
1173,15,2024-03-12 03:32:00,-6812,USD,settled
1174,1,2024-03-14 12:40:00,53252,EUR,paid
1174,1,2024-03-15 02:40:00,53204,EUR,paid
1175,12,2024-01-26 16:37:00,27427,EUR,pending
1176,5,2024-06-20 19:56:00,75950,USD,void
1176,5,2024-06-22 09:56:00,75494,USD,void
1177,12,2024-01-13 20:31:00,46556,JPY,paid
1178,15,2024-04-06 02:39:00,88478,GBP,paid
1179,21,2024-03-09 16:03:00,13469,JPY,paid
1180,9,2024-04-24 04:12:00,5028,EUR,paid
1180,9,2024-04-25 13:12:00,4943,EUR,paid
1181,14,2024-01-06 02:08:00,18555,EUR,paid
1182,21,2024-02-01 16:29:00,52908,USD,settled
1183,17,2024-04-03 00:59:00,56507,USD,paid
1184,11,2024-04-27 18:03:00,40033,JPY,paid
1185,15,2024-03-18 14:38:00,5661,USD,void
1186,12,2024-02-14 04:43:00,-30681,JPY,paid
1187,9,2024-04-08 10:05:00,81780,EUR,void
1188,20,2024-01-02 23:22:00,7700,USD,paid
