order_id,customer_id,placed_at,amount_cents,currency,status
1055,26,2024-02-19 03:06:00,38450,GBP,paid
1056,25,2024-04-24 20:09:00,15708,GBP,pending
1057,16,2024-01-09 22:53:00,70546,GBP,pending
1058,16,2024-06-13 10:29:00,25892,GBP,settled
1059,10,2024-05-20 05:31:00,73774,USD,pending
1060,9,2024-01-28 03:02:00,50196,EUR,paid
1061,9,2024-05-02 04:24:00,46719,USD,pending
1062,29,2024-01-06 08:50:00,21097,JPY,void
1063,19,2024-04-18 21:03:00,25615,USD,void
1064,10,2024-03-12 19:11:00,-74875,JPY,paid
1065,2,2024-06-28 21:08:00,7611,USD,void
1065,2,2024-06-30 07:08:00,7588,USD,void
1066,20,2024-04-01 00:58:00,68987,USD,pending
1067,20,2024-01-17 19:23:00,62962,USD,paid
1068,2,2024-05-20 23:27:00,75133,USD,paid
1069,22,2024-01-29 23:37:00,17183,JPY,void
1070,1,2024-04-30 13:07:00,-17891,JPY,void
1070,1,2024-05-01 09:07:00,50,JPY,void
1071,22,2024-02-15 20:47:00,77416,GBP,paid
1072,17,2024-05-26 07:11:00,-52174,USD,settled
1073,15,2024-05-03 21:46:00,70063,GBP,void
1074,23,2024-06-04 16:44:00,16052,USD,paid
1075,21,2024-05-20 16:00:00,80410,GBP,paid
1076,7,2024-04-19 16:25:00,70297,EUR,paid
1077,28,2024-06-14 02:42:00,56039,GBP,paid
1078,23,2024-02-21 06:57:00,57475,JPY,pending
1078,23,2024-02-23 05:57:00,57463,JPY,pending
1079,22,2024-04-30 11:44:00,34569,JPY,paid
1080,27,2024-01-01 18:48:00,78790,GBP,paid
1081,29,2024-04-08 01:32:00,21856,GBP,settled
1082,17,2024-04-17 23:31:00,78087,GBP,paid
1082,17,2024-04-18 07:31:00,78029,GBP,paid
1083,24,2024-05-28 15:32:00,26048,EUR,paid
1084,13,2024-02-21 09:53:00,11253,USD,paid
1085,2,2024-02-25 23:01:00,57808,GBP,void
1086,27,2024-01-14 18:57:00,73690,GBP,paid
1087,14,2024-01-16 09:17:00,-4791,EUR,settled
1088,27,2024-02-07 15:00:00,32008,EUR,paid
1089,16,2024-01-20 05:43:00,66603,JPY,settled
1090,6,2024-02-28 06:55:00,73511,USD,settled
1091,3,2024-04-25 07:11:00,30983,EUR,settled
1092,15,2024-03-03 20:47:00,29296,EUR,paid
1093,9,2024-01-04 04:53:00,1317,GBP,settled
1094,5,2024-06-26 22:47:00,58120,EUR,paid
1095,15,2024-04-27 06:52:00,5131,USD,pending
1096,12,2024-03-28 20:39:00,37054,USD,pending
1097,22,2024-02-16 18:09:00,52060,USD,settled
1097,22,2024-02-17 07:09:00,51626,USD,settled
1098,1,2024-02-26 23:59:00,745,USD,paid
1099,28,2024-01-26 19:34:00,55512,USD,settled
1100,12,2024-02-16 04:12:00,26562,USD,paid
1101,9,2024-01-01 01:54:00,73187,GBP,void
1102,27,2024-03-19 21:49:00,-39908,JPY,settled
1103,23,2024-02-25 06:47:00,78247,EUR,paid
1104,1,2024-03-17 19:17:00,19327,USD,paid
1105,14,2024-04-28 04:19:00,52694,GBP,pending
1106,9,2024-01-22 15:36:00,40919,GBP,paid
1107,3,2024-03-16 21:40:00,26949,EUR,pending
1107,3,2024-03-18 12:40:00,26691,EUR,pending
1108,3,2024-02-24 12:40:00,37307,JPY,paid
1108,3,2024-02-25 01:40:00,37227,JPY,paid
1109,15,2024-02-15 19:28:00,16847,USD,settled
1110,19,2024-04-02 00:33:00,81245,JPY,void
1111,19,2024-05-09 07:56:00,65910,GBP,settled
1112,2,2024-05-10 14:43:00,43569,USD,paid
1113,28,2024-02-01 20:26:00,8250,GBP,settled
1114,28,2024-01-04 01:43:00,52249,EUR,paid
1115,29,2024-02-07 08:32:00,8906,GBP,paid
1116,1,2024-06-26 11:33:00,55579,JPY,paid
1117,8,2024-06-18 10:54:00,79876,JPY,settled
1118,18,2024-05-23 15:30:00,65954,USD,pending
1118,18,2024-05-24 04:30:00,65676,USD,pending
1119,25,2024-04-15 13:20:00,11070,JPY,settled
1120,21,2024-05-18 06:14:00,5032,USD,paid
1121,1,2024-01-12 04:23:00,11839,GBP,settled
1122,2,2024-03-24 16:48:00,66853,USD,void
1123,21,2024-02-04 23:35:00,87653,USD,paid
1124,13,2024-05-15 12:02:00,31554,USD,paid
1125,21,2024-04-13 16:27:00,85825,JPY,pending
1126,15,2024-04-05 09:40:00,6870,GBP,pending
1127,8,2024-03-22 14:24:00,46272,USD,pending
