currency,day,rate_to_usd
EUR,2024-01-01,1.072321
EUR,2024-01-02,1.077322
EUR,2024-01-03,1.075442
EUR,2024-01-04,1.075496
EUR,2024-01-05,1.074006
EUR,2024-01-08,1.07581
EUR,2024-01-09,1.069416
EUR,2024-01-10,1.081091
EUR,2024-01-11,1.074784
EUR,2024-01-12,1.078207
EUR,2024-01-15,1.088975
EUR,2024-01-16,1.086437
EUR,2024-01-17,1.080691
EUR,2024-01-18,1.072364
EUR,2024-01-19,1.075604
EUR,2024-01-22,1.086221
EUR,2024-01-23,1.084525
EUR,2024-01-24,1.072213
EUR,2024-01-25,1.085702
EUR,2024-01-26,1.089104
EUR,2024-01-29,1.081069
EUR,2024-01-30,1.082063
EUR,2024-01-31,1.080529
EUR,2024-02-01,1.074924
EUR,2024-02-02,1.075572
EUR,2024-02-05,1.082171
EUR,2024-02-06,1.079773
EUR,2024-02-07,1.078272
EUR,2024-02-08,1.088489
EUR,2024-02-09,1.073272
EUR,2024-02-12,1.071608
EUR,2024-02-13,1.08716
EUR,2024-02-14,1.079816
EUR,2024-02-15,1.083467
EUR,2024-02-16,1.078715
EUR,2024-02-19,1.089893
EUR,2024-02-20,1.078132
EUR,2024-02-21,1.083964
EUR,2024-02-22,1.070658
EUR,2024-02-23,1.080259
EUR,2024-02-26,1.078564
EUR,2024-02-27,1.090735
EUR,2024-02-28,1.070194
EUR,2024-02-29,1.069902
EUR,2024-03-01,1.080767
EUR,2024-03-04,1.069243
EUR,2024-03-05,1.075604
EUR,2024-03-06,1.074449
EUR,2024-03-07,1.080508
EUR,2024-03-08,1.076598
EUR,2024-03-11,1.076512
EUR,2024-03-12,1.089612
EUR,2024-03-13,1.075766
EUR,2024-03-14,1.078574
EUR,2024-03-15,1.078002
EUR,2024-03-18,1.083229
EUR,2024-03-19,1.073174
EUR,2024-03-20,1.086318
EUR,2024-03-21,1.085584
EUR,2024-03-22,1.076555
EUR,2024-03-25,1.078153
EUR,2024-03-26,1.081361
EUR,2024-03-27,1.089374
EUR,2024-03-28,1.084104
EUR,2024-03-29,1.071252
EUR,2024-04-01,1.085054
EUR,2024-04-02,1.0715
EUR,2024-04-03,1.089169
EUR,2024-04-04,1.07258
EUR,2024-04-05,1.080702
EUR,2024-04-08,1.083067
EUR,2024-04-09,1.090357
EUR,2024-04-10,1.084082
EUR,2024-04-11,1.086804
EUR,2024-04-12,1.083251
EUR,2024-04-15,1.089018
EUR,2024-04-16,1.071457
EUR,2024-04-17,1.069859
EUR,2024-04-18,1.085087
EUR,2024-04-19,1.090217
EUR,2024-04-22,1.084558
EUR,2024-04-23,1.075216
EUR,2024-04-24,1.085713
EUR,2024-04-25,1.082484
EUR,2024-04-26,1.085594
EUR,2024-04-29,1.08608
EUR,2024-04-30,1.088402
EUR,2024-05-01,1.074006
EUR,2024-05-02,1.06987
EUR,2024-05-03,1.085216
EUR,2024-05-06,1.079158
EUR,2024-05-07,1.086782
EUR,2024-05-08,1.086102
EUR,2024-05-09,1.071414
EUR,2024-05-10,1.083337
EUR,2024-05-13,1.08877
EUR,2024-05-14,1.071025
EUR,2024-05-15,1.084871
EUR,2024-05-16,1.075691
EUR,2024-05-17,1.075399
EUR,2024-05-20,1.089396
EUR,2024-05-21,1.086977
EUR,2024-05-22,1.090422
EUR,2024-05-23,1.069783
EUR,2024-05-24,1.088057
EUR,2024-05-27,1.09013
EUR,2024-05-28,1.086404
EUR,2024-05-29,1.071403
EUR,2024-05-30,1.070593
EUR,2024-05-31,1.08148
EUR,2024-06-03,1.08688
EUR,2024-06-04,1.088521
EUR,2024-06-05,1.073282
EUR,2024-06-06,1.07392
EUR,2024-06-07,1.074136
EUR,2024-06-10,1.076922
EUR,2024-06-11,1.074481
EUR,2024-06-12,1.089893
EUR,2024-06-13,1.083715
EUR,2024-06-14,1.08905
EUR,2024-06-17,1.080475
EUR,2024-06-18,1.081026
EUR,2024-06-19,1.07622
EUR,2024-06-20,1.07568
EUR,2024-06-21,1.080194
EUR,2024-06-24,1.083413
EUR,2024-06-25,1.087571
EUR,2024-06-26,1.078758
EUR,2024-06-27,1.074827
EUR,2024-06-28,1.075853
EUR,2024-07-01,1.088953
EUR,2024-07-02,1.069988
EUR,2024-07-03,1.072181
EUR,2024-07-04,1.069254
EUR,2024-07-05,1.088996
EUR,2024-07-08,1.088521
GBP,2024-01-01,1.269581
GBP,2024-01-02,1.273886
GBP,2024-01-03,1.269937
GBP,2024-01-04,1.268374
GBP,2024-01-05,1.271727
GBP,2024-01-08,1.264272
GBP,2024-01-09,1.277493
GBP,2024-01-10,1.276363
GBP,2024-01-11,1.258367
GBP,2024-01-12,1.260399
GBP,2024-01-15,1.276985
GBP,2024-01-16,1.263244
GBP,2024-01-17,1.260094
GBP,2024-01-18,1.270546
GBP,2024-01-19,1.267016
GBP,2024-01-22,1.261936
GBP,2024-01-23,1.263891
GBP,2024-01-24,1.265034
GBP,2024-01-25,1.275016
GBP,2024-01-26,1.281367
GBP,2024-01-29,1.265885
GBP,2024-01-30,1.266711
GBP,2024-01-31,1.265123
GBP,2024-02-01,1.280833
GBP,2024-02-02,1.273213
GBP,2024-02-05,1.258405
GBP,2024-02-06,1.268743
GBP,2024-02-07,1.260462
GBP,2024-02-08,1.264349
GBP,2024-02-09,1.270533
GBP,2024-02-12,1.260462
GBP,2024-02-13,1.270419
GBP,2024-02-14,1.269073
GBP,2024-02-15,1.257414
GBP,2024-02-16,1.270318
GBP,2024-02-19,1.268019
GBP,2024-02-20,1.260005
GBP,2024-02-21,1.281773
GBP,2024-02-22,1.278776
GBP,2024-02-23,1.268006
GBP,2024-02-26,1.276147
GBP,2024-02-27,1.265618
GBP,2024-02-28,1.269797
GBP,2024-02-29,1.276071
GBP,2024-03-01,1.271473
GBP,2024-03-04,1.268997
GBP,2024-03-05,1.267854
GBP,2024-03-06,1.26459
GBP,2024-03-07,1.273112
GBP,2024-03-08,1.272019
GBP,2024-03-11,1.274382
GBP,2024-03-12,1.278065
GBP,2024-03-13,1.257694
GBP,2024-03-14,1.270292
GBP,2024-03-15,1.277226
GBP,2024-03-18,1.274547
GBP,2024-03-19,1.268006
GBP,2024-03-20,1.264996
GBP,2024-03-21,1.258545
GBP,2024-03-22,1.273874
GBP,2024-03-25,1.265593
GBP,2024-03-26,1.26967
GBP,2024-03-27,1.260107
GBP,2024-03-28,1.265796
GBP,2024-03-29,1.262126
GBP,2024-04-01,1.281646
GBP,2024-04-02,1.27522
GBP,2024-04-03,1.26981
GBP,2024-04-04,1.258989
GBP,2024-04-05,1.282281
GBP,2024-04-08,1.259383
GBP,2024-04-09,1.261732
GBP,2024-04-10,1.262291
GBP,2024-04-11,1.278738
GBP,2024-04-12,1.260005
GBP,2024-04-15,1.261262
GBP,2024-04-16,1.275105
GBP,2024-04-17,1.264679
GBP,2024-04-18,1.261618
GBP,2024-04-19,1.259802
GBP,2024-04-22,1.270165
GBP,2024-04-23,1.268641
GBP,2024-04-24,1.262571
GBP,2024-04-25,1.262304
GBP,2024-04-26,1.26934
GBP,2024-04-29,1.27381
GBP,2024-04-30,1.26304
GBP,2024-05-01,1.281252
GBP,2024-05-02,1.262202
GBP,2024-05-03,1.280935
GBP,2024-05-06,1.273099
GBP,2024-05-07,1.282611
GBP,2024-05-08,1.279906
GBP,2024-05-09,1.268108
GBP,2024-05-10,1.259167
GBP,2024-05-13,1.267765
GBP,2024-05-14,1.258481
GBP,2024-05-15,1.272108
GBP,2024-05-16,1.26177
GBP,2024-05-17,1.277785
GBP,2024-05-20,1.273645
GBP,2024-05-21,1.27033
GBP,2024-05-22,1.258697
GBP,2024-05-23,1.271676
GBP,2024-05-24,1.263548
GBP,2024-05-27,1.263205
GBP,2024-05-28,1.262139
GBP,2024-05-29,1.26351
GBP,2024-05-30,1.263307
GBP,2024-05-31,1.275144
GBP,2024-06-03,1.2708
GBP,2024-06-04,1.274305
GBP,2024-06-05,1.271092
GBP,2024-06-06,1.270127
GBP,2024-06-07,1.259091
GBP,2024-06-10,1.262469
GBP,2024-06-11,1.262634
GBP,2024-06-12,1.271143
GBP,2024-06-13,1.275677
GBP,2024-06-14,1.264044
GBP,2024-06-17,1.257745
GBP,2024-06-18,1.26572
GBP,2024-06-19,1.277747
GBP,2024-06-20,1.276388
GBP,2024-06-21,1.267193
GBP,2024-06-24,1.272311
GBP,2024-06-25,1.275639
GBP,2024-06-26,1.268387
GBP,2024-06-27,1.263358
GBP,2024-06-28,1.263739
GBP,2024-07-01,1.259637
GBP,2024-07-02,1.282116
GBP,2024-07-03,1.28256
GBP,2024-07-04,1.264107
GBP,2024-07-05,1.264564
GBP,2024-07-08,1.281151
JPY,2024-01-01,0.006735
JPY,2024-01-02,0.006703
JPY,2024-01-03,0.006692
JPY,2024-01-04,0.006757
JPY,2024-01-05,0.006675
JPY,2024-01-08,0.006671
JPY,2024-01-09,0.006712
JPY,2024-01-10,0.006709
JPY,2024-01-11,0.006725
JPY,2024-01-12,0.006641
JPY,2024-01-15,0.006661
JPY,2024-01-16,0.00674
JPY,2024-01-17,0.006644
JPY,2024-01-18,0.006746
JPY,2024-01-19,0.006652
JPY,2024-01-22,0.006639
JPY,2024-01-23,0.006738
JPY,2024-01-24,0.006645
JPY,2024-01-25,0.006721
JPY,2024-01-26,0.006731
JPY,2024-01-29,0.006678
JPY,2024-01-30,0.006748
JPY,2024-01-31,0.006758
JPY,2024-02-01,0.006719
JPY,2024-02-02,0.006641
JPY,2024-02-05,0.006735
JPY,2024-02-06,0.006715
JPY,2024-02-07,0.006707
JPY,2024-02-08,0.006709
JPY,2024-02-09,0.006689
JPY,2024-02-12,0.006755
JPY,2024-02-13,0.006665
JPY,2024-02-14,0.006638
JPY,2024-02-15,0.006648
JPY,2024-02-16,0.00666
JPY,2024-02-19,0.006743
JPY,2024-02-20,0.006755
JPY,2024-02-21,0.006648
JPY,2024-02-22,0.006691
JPY,2024-02-23,0.0067
JPY,2024-02-26,0.006766
JPY,2024-02-27,0.006736
JPY,2024-02-28,0.006678
JPY,2024-02-29,0.006695
JPY,2024-03-01,0.006743
JPY,2024-03-04,0.006737
JPY,2024-03-05,0.006697
JPY,2024-03-06,0.006709
JPY,2024-03-07,0.006643
JPY,2024-03-08,0.006685
JPY,2024-03-11,0.006637
JPY,2024-03-12,0.006707
JPY,2024-03-13,0.006674
JPY,2024-03-14,0.006634
JPY,2024-03-15,0.006642
JPY,2024-03-18,0.006688
JPY,2024-03-19,0.006725
JPY,2024-03-20,0.006714
JPY,2024-03-21,0.006702
JPY,2024-03-22,0.006682
JPY,2024-03-25,0.006733
JPY,2024-03-26,0.006761
JPY,2024-03-27,0.006642
JPY,2024-03-28,0.006637
JPY,2024-03-29,0.006701
JPY,2024-04-01,0.006755
JPY,2024-04-02,0.006686
JPY,2024-04-03,0.006744
JPY,2024-04-04,0.006727
JPY,2024-04-05,0.006672
JPY,2024-04-08,0.006694
JPY,2024-04-09,0.006725
JPY,2024-04-10,0.006722
JPY,2024-04-11,0.006642
JPY,2024-04-12,0.006664
JPY,2024-04-15,0.006681
JPY,2024-04-16,0.006707
JPY,2024-04-17,0.006749
JPY,2024-04-18,0.006727
JPY,2024-04-19,0.006754
JPY,2024-04-22,0.006762
JPY,2024-04-23,0.006646
JPY,2024-04-24,0.006713
JPY,2024-04-25,0.006657
JPY,2024-04-26,0.006686
JPY,2024-04-29,0.006638
JPY,2024-04-30,0.006701
JPY,2024-05-01,0.006702
JPY,2024-05-02,0.006766
JPY,2024-05-03,0.006691
JPY,2024-05-06,0.006675
JPY,2024-05-07,0.006655
JPY,2024-05-08,0.006717
JPY,2024-05-09,0.006692
JPY,2024-05-10,0.006718
JPY,2024-05-13,0.006732
JPY,2024-05-14,0.006682
JPY,2024-05-15,0.006669
JPY,2024-05-16,0.006665
JPY,2024-05-17,0.006688
JPY,2024-05-20,0.006678
JPY,2024-05-21,0.006715
JPY,2024-05-22,0.006752
JPY,2024-05-23,0.006686
JPY,2024-05-24,0.006747
JPY,2024-05-27,0.006725
JPY,2024-05-28,0.006754
JPY,2024-05-29,0.00666
JPY,2024-05-30,0.006634
JPY,2024-05-31,0.00671
JPY,2024-06-03,0.006665
JPY,2024-06-04,0.006668
JPY,2024-06-05,0.006725
JPY,2024-06-06,0.006761
JPY,2024-06-07,0.006634
JPY,2024-06-10,0.006753
JPY,2024-06-11,0.006681
JPY,2024-06-12,0.006654
JPY,2024-06-13,0.006676
JPY,2024-06-14,0.006641
JPY,2024-06-17,0.006646
JPY,2024-06-18,0.006715
JPY,2024-06-19,0.006681
JPY,2024-06-20,0.006742
JPY,2024-06-21,0.006671
JPY,2024-06-24,0.006674
JPY,2024-06-25,0.006658
JPY,2024-06-26,0.00673
JPY,2024-06-27,0.006764
JPY,2024-06-28,0.006719
JPY,2024-07-01,0.006643
JPY,2024-07-02,0.006677
JPY,2024-07-03,0.006665
JPY,2024-07-04,0.006672
JPY,2024-07-05,0.006692
JPY,2024-07-08,0.006751
